name,address,street,postal_code,city,canton,phone_number,professions,url,official_website,Zuweisung
Praxis Dr. med. Luginbühl Natalie,"Marktgasse 78, 8400 Winterthur",Marktgasse 78,8400,Winterthur,Zürich,052 214 14 90,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exaw/praxis-dr-med-luginbuhl-natalie,https://www.doktor.ch/arzt/luginbuehl-natalie-winterthur-8400-arzt.html,0
Praxis Dr. med. Luginbühl Thomas,"Schachenweg 2, 8610 Uster",Schachenweg 2,8610,Uster,Zürich,044 911 15 34,Urologie,https://www.onedoc.ch/de/medizinische-praxis/uster/e0zk/praxis-dr-med-luginbuhl-thomas,https://www.spitaluster.ch/Ueber-uns/Aerzte-und-Fachkraefte/Detail-Ansicht.75.html?employeeID=625,1
Praxis Dr. med. Lunin Censky Michaela,"Badenerstrasse 29, 8004 Zürich",Badenerstrasse 29,8004,Zürich,Zürich,043 243 34 88,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exax/praxis-dr-med-lunin-censky-michaela,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/zuerich/lunin-censky-michaela-7601000206169,0
Praxis Dr. med. Lusser Bernadette,"Konradstrasse 68, 8005 Zürich",Konradstrasse 68,8005,Zürich,Zürich,044 272 76 33,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exay/praxis-dr-med-lusser-bernadette,https://www.onedoc.ch/de/medizinische-praxis/zurich/exay/praxis-dr-med-lusser-bernadette,0
Praxis Dr. med. Luther René,"Zeltweg 11, 8032 Zürich",Zeltweg 11,8032,Zürich,Zürich,044 261 13 63,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exgc/praxis-dr-med-luther-rene,https://praxisluther.ch/,0
Praxis Dr. med. Lutz Denise,"Habsburgstrasse 31, 8400 Winterthur",Habsburgstrasse 31,8400,Winterthur,Zürich,052 222 22 48,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exa1/praxis-dr-med-lutz-denise,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exa1/praxis-dr-med-lutz-denise,0
Praxis Dr. med. Luzzi Sacha,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 209 21 11,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0zm/praxis-dr-med-luzzi-sacha,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/zuerich/institution/praxis-dr-med-luzzi-sacha/339c4a04-da52-4a2e-8c46-c60db175dfa5,1
Praxis Dr. med. Maag-Lokay Veronika,"Mooswiesenweg 4, 8404 Winterthur",Mooswiesenweg 4,8404,Winterthur,Zürich,052 242 67 57,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exa3/praxis-dr-med-maag-lokay-veronika,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/winterthur/maag-lokay-veronika-7601000277787,1
Praxis Dr. med. Maag Tobias,"Steinberggasse 54, 8400 Winterthur",Steinberggasse 54,8400,Winterthur,Zürich,052 213 89 89,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exge/praxis-dr-med-maag-tobias,https://www.psychiater-maag.ch/cms/,0
Praxis Dr. med. Maas Siegrun Oda,"Sonnenhofstrasse 19, 8340 Hinwil",Sonnenhofstrasse 19,8340,Hinwil,Zürich,044 937 42 81,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/hinwil/exa4/praxis-dr-med-maas-siegrun-oda,https://www.praxis-maas.ch/,0
Praxis Dr. med. Machalett Manuela,"Tösstalstrasse 174, 8400 Winterthur",Tösstalstrasse 174,8400,Winterthur,Zürich,052 233 10 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/ewz1/praxis-dr-med-machalett-manuela,https://www.onedoc.ch/en/medical-practice/winterthur/ewz1/praxis-dr-med-machalett-manuela,0
Praxis Dr. med. Macher Andreas,"Baumastrasse 10, 8344 Bäretswil",Baumastrasse 10,8344,Bäretswil,Zürich,044 939 99 99,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/baretswil/exxp/praxis-dr-med-macher-andreas,https://www.doktor.ch/arzt/macher-andreas-baeretswil-8344-arzt.html,0
Praxis Dr. med. Mächler-Klingler Rita,"Rosenstrasse 6, 8700 Küsnacht",Rosenstrasse 6,8700,Küsnacht,Zürich,044 912 01 01,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/kusnacht/exa7/praxis-dr-med-machler-klingler-rita,https://www.onedoc.ch/de/medizinische-praxis/kusnacht/exa7/praxis-dr-med-machler-klingler-rita,0
Praxis Dr. med. Mäder Alex,"Höhenring 73, 8052 Zürich",Höhenring 73,8052,Zürich,Zürich,044 261 35 50,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exgi/praxis-dr-med-mader-alex,https://www.ortho-fluntern.ch/,0
Praxis Dr. med. Mäder-Lutz Silvia,"Stadthausstrasse 45, 8400 Winterthur",Stadthausstrasse 45,8400,Winterthur,Zürich,052 212 88 07,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exa8/praxis-dr-med-mader-lutz-silvia,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exa8/praxis-dr-med-mader-lutz-silvia,0
Praxis Dr. med. Madjdpour Berger Lilly,"Toblerstrasse 51, 8044 Zürich",Toblerstrasse 51,8044,Zürich,Zürich,043 268 70 70,,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0ym/praxis-dr-med-madjdpour-berger-lilly,https://www.augenaerzte-aarau.ch/team-praxis/dr-med-lilly-madjdpour-berger/,0
Praxis Dr. med. Magereanu Roxana,"Lindauerstrasse 2, 8309 Nürensdorf",Lindauerstrasse 2,8309,Nürensdorf,Zürich,044 836 44 44,,https://www.onedoc.ch/de/medizinische-praxis/nurensdorf/exa9/praxis-dr-med-magereanu-roxana,https://www.onedoc.ch/de/medizinische-praxis/nurensdorf/exa9/praxis-dr-med-magereanu-roxana,0
Praxis Dr. med. Maier Bernhard,"Schickstrasse 11, 8400 Winterthur",Schickstrasse 11,8400,Winterthur,Zürich,052 266 11 11,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exf0/praxis-dr-med-maier-bernhard,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/winterthur/maier-bernhard-7601003324624,1
Praxis Dr. med. Mai Peter,"Zähringerstrasse 32, 8001 Zürich",Zähringerstrasse 32,8001,Zürich,Zürich,043 268 02 31,"Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exgj/praxis-dr-med-mai-peter,https://www.onedoc.ch/de/medizinische-praxis/zurich/exgj/praxis-dr-med-mai-peter,0
Praxis Dr. med. Maire René,"Bahnhofstrasse 20, 8708 Männedorf",Bahnhofstrasse 20,8708,Männedorf,Zürich,044 922 14 44,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/mannedorf/eutt/praxis-dr-med-maire-rene,https://www.onedoc.ch/de/medizinische-praxis/mannedorf/eutt/praxis-dr-med-maire-rene,0
Praxis Dr. med. Malär Christian,"Bucheggstrasse 50, 8037 Zürich",Bucheggstrasse 50,8037,Zürich,Zürich,044 461 13 13,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exgl/praxis-dr-med-malar-christian,https://www.onedoc.ch/de/medizinische-praxis/zurich/exgl/praxis-dr-med-malar-christian,0
Praxis Dr. med. Mamisch-Saupe Nadja,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 26 31,Radiologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0yn/praxis-dr-med-mamisch-saupe-nadja,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/zuerich/mamisch-saupe-nadja-7601000718365,1
Praxis Dr. med. Maquieira Gerardo Juan,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 29 40,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0zp/praxis-dr-med-maquieira-gerardo-juan,https://www.hirslanden.ch/de/corporate/aerzte/1/dr-med-gerardo-j-maquieira.html,1
Praxis Dr. med. Marangi Donato,"Goldbühlstrasse 6, 8620 Wetzikon",Goldbühlstrasse 6,8620,Wetzikon,Zürich,044 930 22 92,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/wetzikon/exgp/praxis-dr-med-marangi-donato,https://www.doktor.ch/arzt/marangi-donato-wetzikon-zh-8620-arzt.html,0
Praxis Dr. med. Marchal Yves,"Ausstellungsstrasse 25, 8005 Zürich",Ausstellungsstrasse 25,8005,Zürich,Zürich,044 272 92 15,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exgr/praxis-dr-med-marchal-yves,https://www.onedoc.ch/de/medizinische-praxis/zurich/exgr/praxis-dr-med-marchal-yves,0
Praxis Dr. med. Marcinko Juraj,"Winkelweg 4, 8915 Hausen am Albis",Winkelweg 4,8915,Hausen am Albis,Zürich,044 764 06 42,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/hausen-am-albis/exgs/praxis-dr-med-marcinko-juraj,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/hausen-am-albis/marcinko-juraj-7601000202406,1
Praxis Dr. med. Maret Claudine,"Seefeldstrasse 162, 8008 Zürich",Seefeldstrasse 162,8008,Zürich,Zürich,044 382 80 66,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exbh/praxis-dr-med-maret-claudine,https://www.psychiatrische-praxis-zuerich.ch/,0
Praxis Dr. med. Margelist Alfred,"Bahnhofstrasse 42, 8600 Dübendorf",Bahnhofstrasse 42,8600,Dübendorf,Zürich,044 821 21 15,"Physikalische und Rehabilitative Medizin, Rheumatologie",https://www.onedoc.ch/de/medizinische-praxis/dubendorf/exgt/praxis-dr-med-margelist-alfred,https://www.onedoc.ch/de/medizinische-praxis/dubendorf/exgt/praxis-dr-med-margelist-alfred,0
Praxis Dr. med. Marrer Karin,"Beckenhofstrasse 16, 8006 Zürich",Beckenhofstrasse 16,8006,Zürich,Zürich,044 440 01 02,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exbi/praxis-dr-med-marrer-karin,http://www.praxisbeckenhof.ch/karin_marrer/zur_person,0
Praxis Dr. med. Marti,"Im Zentrum 1, 8102 Oberengstringen",Im Zentrum 1,8102,Oberengstringen,Zürich,044 750 02 80,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/oberengstringen/exgu/praxis-dr-med-marti,https://www.zentrum-praxis.ch/,1
Praxis Dr. med. Marti Corinne,"Dorfgasse 35, 8708 Männedorf",Dorfgasse 35,8708,Männedorf,Zürich,044 920 53 69,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/mannedorf/exbj/praxis-dr-med-marti-corinne,https://www.onedoc.ch/de/medizinische-praxis/mannedorf/exbj/praxis-dr-med-marti-corinne,0
Praxis Dr. med. Marxer Judith,"Arosastrasse 22, 8008 Zürich",Arosastrasse 22,8008,Zürich,Zürich,044 201 02 20,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exbk/praxis-dr-med-marxer-judith,https://www.medicosearch.ch/dr-med-judith-marxer-arosastrasse-22-8008-zurich/medico/35850677,1
Praxis Dr. med. Mathoy Andreas,"Baumgärtlistrasse 17, 8810 Horgen",Baumgärtlistrasse 17,8810,Horgen,Zürich,044 542 87 00,"Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/horgen/exgy/praxis-dr-med-mathoy-andreas,https://diepsychiater.ch/kontakt,0
Praxis Dr. med. Mattle Werner Paul,"Birmensdorferstrasse 1, 8004 Zürich",Birmensdorferstrasse 1,8004,Zürich,Zürich,044 242 22 77,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exgz/praxis-dr-med-mattle-werner-paul,https://www.onedoc.ch/de/medizinische-praxis/zurich/exgz/praxis-dr-med-mattle-werner-paul,0
Praxis Dr. med. Matutat Birgit,"Zollikerstrasse 164, 8008 Zürich",Zollikerstrasse 164,8008,Zürich,Zürich,044 380 26 50,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ewz2/praxis-dr-med-matutat-birgit,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewz2/praxis-dr-med-matutat-birgit,0
Praxis Dr. med. Maurer Dominik,"Seestrasse 247, 8038 Zürich",Seestrasse 247,8038,Zürich,Zürich,044 209 21 11,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/e0zs/praxis-dr-med-maurer-dominik,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0zs/praxis-dr-med-maurer-dominik,0
Praxis Dr. med. Maurer Heinz Beat,"Schwamendingenstrasse 5, 8050 Zürich",Schwamendingenstrasse 5,8050,Zürich,Zürich,044 310 39 29,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/eymy/praxis-dr-med-maurer-heinz-beat,https://praxismaurer.ch/,0
Praxis Dr. med. Maurer-Major Estilla Roza,"Emil-Oprecht-Strasse 9, 8050 Zürich",Emil-Oprecht-Strasse 9,8050,Zürich,Zürich,044 310 23 00,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/zurich/exbn/praxis-dr-med-maurer-major-estilla-roza,https://dr-med-maurer-major-estilla.ch/de/home,0
Praxis Dr. med. Meckel Astrid,"Loren-Allee 22, 8610 Uster",Loren-Allee 22,8610,Uster,Zürich,044 940 23 23,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/uster/exbq/praxis-dr-med-meckel-astrid,https://praxiszentrum-uster.ch/team/,1
Praxis Dr. med. Medic Dane,"Freiestrasse 4, 8805 Richterswil",Freiestrasse 4,8805,Richterswil,Zürich,044 784 28 10,,https://www.onedoc.ch/de/medizinische-praxis/richterswil/exg2/praxis-dr-med-medic-dane,https://search.ch/tel/richterswil/freiestrasse-4/dr-med-medic-dane,0
Praxis Dr. med. Megaritis Andreas,"Höhenweg 20, 8032 Zürich",Höhenweg 20,8032,Zürich,Zürich,044 382 99 11,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/elxx/praxis-dr-med-megaritis-andreas,https://www.praxis-megaritis.ch/,1
Praxis Dr. med. Mégroz René,"Untertor 39, 8400 Winterthur",Untertor 39,8400,Winterthur,Zürich,052 212 77 12,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exg3/praxis-dr-med-megroz-rene,http://www.megroz.ch/,0
Praxis Dr. med. Mehmed Mutalip,"Letzigraben 142, 8047 Zürich",Letzigraben 142,8047,Zürich,Zürich,044 492 27 77,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/zurich/exg4/praxis-dr-med-mehmed-mutalip,https://letzimed.ch/team/dr-med-mutalip-mehmed/,1
Praxis Dr. med. Meier-Gräub Peter,"Schwamendingenstrasse 5, 8050 Zürich",Schwamendingenstrasse 5,8050,Zürich,Zürich,044 312 22 24,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/eyg4/praxis-dr-med-meier-graub-peter,https://www.onedoc.ch/de/medizinische-praxis/zurich/eyg4/praxis-dr-med-meier-graub-peter,0
Praxis Dr. med. Meier Hanspeter,"Lunastrasse 6, 8032 Zürich",Lunastrasse 6,8032,Zürich,Zürich,044 383 04 02,"Chirurgie, Handchirurgie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exg5/praxis-dr-med-meier-hanspeter,https://www.onedoc.ch/de/medizinische-praxis/zurich/exg5/praxis-dr-med-meier-hanspeter,0
Praxis Dr. med. Meier Heidi,"Obergasse 34, 8400 Winterthur",Obergasse 34,8400,Winterthur,Zürich,052 212 05 08,Dermatologie und Venerologie,https://www.onedoc.ch/de/medizinische-praxis/winterthur/eygy/praxis-dr-med-meier-heidi,https://haut-winti.ch/,0
Praxis Dr. med. Meier Jonas,"Klosbachstrasse 2, 8032 Zürich",Klosbachstrasse 2,8032,Zürich,Zürich,044 261 44 64,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exg7/praxis-dr-med-meier-jonas,https://www.onedoc.ch/de/medizinische-praxis/zurich/exg7/praxis-dr-med-meier-jonas,0
Praxis Dr. med. Meier Sonja,"Rudolfstrasse 9, 8400 Winterthur",Rudolfstrasse 9,8400,Winterthur,Zürich,052 222 20 00,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exbr/praxis-dr-med-meier-sonja,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/winterthur/institution/praxis-dr-med-meier-sonja/5a71e3e9-f3b6-4325-93f4-9994e4118f5d,1
Praxis Dr. med. Meier-Weinand Almut,"Seefeldstrasse 66, 8008 Zürich",Seefeldstrasse 66,8008,Zürich,Zürich,044 383 12 65,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewz3/praxis-dr-med-meier-weinand-almut,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewz3/praxis-dr-med-meier-weinand-almut,0
Praxis Dr. med. Meister Gerold,"Witellikerstrasse 31, 8702 Zollikon",Witellikerstrasse 31,8702,Zollikon,Zürich,044 391 47 47,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zollikon/exhd/praxis-dr-med-meister-gerold,https://www.doktor.ch/arzt/meister-gerold-zollikon-8702-arzt.html,0
Praxis Dr. med. Meister Roland,"Marktgasse 46, 8400 Winterthur",Marktgasse 46,8400,Winterthur,Zürich,052 213 22 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exhe/praxis-dr-med-meister-roland,https://relaxoerlikon.ch/7129659822196512276/,0
Praxis Dr. med. Mekler Gabrielle,"Neumünsterstrasse 30, 8008 Zürich",Neumünsterstrasse 30,8008,Zürich,Zürich,043 499 03 20,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exbs/praxis-dr-med-mekler-gabrielle,http://gabrielle-mekler.ch/,0
Praxis Dr. med. Melchert Marc,"Neugutstrasse 12, 8304 Wallisellen",Neugutstrasse 12,8304,Wallisellen,Zürich,044 830 62 91,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/wallisellen/exhf/praxis-dr-med-melchert-marc,https://www.doktor.ch/arzt/melchert-marc-wallisellen-8304-arzt.html,0
Praxis Dr. med. Meli-Eisenberg Brigitte,"Dorfstrasse 16, 8700 Küsnacht",Dorfstrasse 16,8700,Küsnacht,Zürich,044 913 35 35,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/kusnacht/exbt/praxis-dr-med-meli-eisenberg-brigitte,https://www.onedoc.ch/de/medizinische-praxis/kusnacht/exbt/praxis-dr-med-meli-eisenberg-brigitte,0
Praxis Dr. med. Mende Katja,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 26 31,Radiologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0yr/praxis-dr-med-mende-katja,https://www.onedoc.ch/en/medical-practice/zurich/e0yr/praxis-dr-med-mende-katja,0
Praxis Dr. med. Mendes de Leon Charles,"Säntisstrasse 6, 8008 Zürich",Säntisstrasse 6,8008,Zürich,Zürich,044 383 99 09,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/eyg5/praxis-dr-med-mendes-de-leon-charles,https://cmdl.ch/,1
Praxis Dr. med. Mendrik Heiko,"Stationsstrasse 1, 8623 Wetzikon",Stationsstrasse 1,8623,Wetzikon,Zürich,043 495 26 10,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/medizinische-praxis/wetzikon/exhg/praxis-dr-med-mendrik-heiko,https://mendrik.ch/,0
Praxis Dr. med. Menet-Schmid Sylvia,"Kirchgasse 28, 8706 Meilen",Kirchgasse 28,8706,Meilen,Zürich,044 910 36 38,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/meilen/e0ys/praxis-dr-med-menet-schmid-sylvia,http://praxismenet.ch/,0
Praxis Dr. med. Menth-Meier Simone,"Morgental 35, 8126 Zumikon",Morgental 35,8126,Zumikon,Zürich,043 222 31 22,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/zumikon/e0yt/praxis-dr-med-menth-meier-simone,https://www.onedoc.ch/en/medical-practice/zumikon/e0yt/praxis-dr-med-menth-meier-simone,0
Praxis Dr. med. Merz Lilly,"Dorfstrasse 94, 8706 Meilen",Dorfstrasse 94,8706,Meilen,Zürich,044 925 11 50,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/meilen/exbw/praxis-dr-med-merz-lilly,https://www.psychiatrie-meilen.ch/,0
Praxis Dr. med. Messerli Peter,"Hofwiesenstrasse 3, 8057 Zürich",Hofwiesenstrasse 3,8057,Zürich,Zürich,044 362 50 40,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/zurich/exhj/praxis-dr-med-messerli-peter,https://www.onedoc.ch/de/medizinische-praxis/zurich/exhj/praxis-dr-med-messerli-peter,0
Praxis Dr. med. Meyboom Verena,"Wolfzangenstrasse 30, 8413 Neftenbach",Wolfzangenstrasse 30,8413,Neftenbach,Zürich,052 315 24 21,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/neftenbach/exbx/praxis-dr-med-meyboom-verena,https://drschindler.ch/,0
Praxis Dr. med. Meyer Alexander,"Stadthausquai 15, 8001 Zürich",Stadthausquai 15,8001,Zürich,Zürich,044 800 82 82,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exhk/praxis-dr-med-meyer-alexander,https://www.onedoc.ch/de/medizinische-praxis/zurich/exhk/praxis-dr-med-meyer-alexander,0
Praxis Dr. med. Meyer Gisela,"Wiesenstrasse 2, 8008 Zürich",Wiesenstrasse 2,8008,Zürich,Zürich,044 383 37 57,"Allgemeine Innere Medizin, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ewgn/praxis-dr-med-meyer-gisela,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/zuerich/institution/praxis-dr-med-meyer-gisela/8e357189-ce40-4989-84eb-ea492a2a6918,1
Praxis Dr. med. Meyer Marc,"Turmstrasse 3, 8330 Pfäffikon ZH",Turmstrasse 3,8330,Pfäffikon ZH,Zürich,044 951 01 02,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/pfaffikon/eyg6/praxis-dr-med-meyer-marc,https://www.augenarzt-pfaeffikon.ch/,0
Praxis Dr. med. Meyer Paul,"Seestrasse 49, 8703 Erlenbach",Seestrasse 49,8703,Erlenbach,Zürich,044 912 01 10,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/erlenbach/exhl/praxis-dr-med-meyer-paul,https://www.onedoc.ch/de/medizinische-praxis/erlenbach/exhl/praxis-dr-med-meyer-paul,0
Praxis Dr. med. Meyer Stephan,"Badenerstrasse 681, 8048 Zürich",Badenerstrasse 681,8048,Zürich,Zürich,044 431 33 10,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exxr/praxis-dr-med-meyer-stephan,https://www.onedoc.ch/de/medizinische-praxis/zurich/exxr/praxis-dr-med-meyer-stephan,0
Praxis Dr. med. Meyer Viktor,"Neumünsterstrasse 30, 8008 Zürich",Neumünsterstrasse 30,8008,Zürich,Zürich,044 260 54 54,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exhn/praxis-dr-med-meyer-viktor,https://mas-das-aep.uzh.ch/de/traegerschaft/ausschuss/vmeyer.html,0
Praxis Dr. med. Michel Sonja,"Fellenbergstrasse 262, 8047 Zürich",Fellenbergstrasse 262,8047,Zürich,Zürich,044 492 12 33,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewgs/praxis-dr-med-michel-sonja,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewgs/praxis-dr-med-michel-sonja,0
Praxis Dr. med. Miele Giuseppe,"Seestrasse 129, 8810 Horgen",Seestrasse 129,8810,Horgen,Zürich,044 770 31 31,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/horgen/exhp/praxis-dr-med-miele-giuseppe,https://www.tagesklinikmiele.ch/praxis-fuer-augenchirurgie,1
Praxis Dr. med. Miller Nicole,"Ottikerstrasse 19, 8006 Zürich",Ottikerstrasse 19,8006,Zürich,Zürich,044 251 09 05,,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewgx/praxis-dr-med-miller-nicole,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/zuerich/miller-nicole-7601000369956,1
Praxis Dr. med. Minder Daniel,"Neumarkt 11, 8400 Winterthur",Neumarkt 11,8400,Winterthur,Zürich,044 586 43 00,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exht/praxis-dr-med-minder-daniel,https://winterthur-psychiater.ch/portfolio-items/dr-med-daniel-minder/,1
Praxis Dr. med. Mindermann Thomas,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 209 22 97,,https://www.onedoc.ch/de/medizinische-praxis/zurich/eq4w/praxis-dr-med-mindermann-thomas,https://mindermann.ch/,1
Praxis Dr. med. Minoretti Roger,"Theaterstrasse 2, 8001 Zürich",Theaterstrasse 2,8001,Zürich,Zürich,043 244 74 74,"Hausarztmedizin (Allgemeinmedizin), Mund-, Kiefer- und Gesichtschirurgie, Oralchirurgie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ekdl/praxis-dr-med-minoretti-roger,https://zahnoper.ch/,1
Praxis Dr. med. Möckli Regina,"Schwellistrasse 43, 8450 Andelfingen",Schwellistrasse 43,8450,Andelfingen,Zürich,052 317 11 51,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/andelfingen/ewg4/praxis-dr-med-mockli-regina,https://www.onedoc.ch/de/medizinische-praxis/andelfingen/ewg4/praxis-dr-med-mockli-regina,0
Praxis Dr. med. Modaressi Kourosh,"Seefeldstrasse 66, 8008 Zürich",Seefeldstrasse 66,8008,Zürich,Zürich,044 521 21 21,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exhu/praxis-dr-med-modaressi-kourosh,https://www.ortho-institut.ch/de/ueber-uns/dr-med-univ-kourosh-modaressi,0
Praxis Dr. med. Modena Emilio,"Ausstellungsstrasse 25, 8005 Zürich",Ausstellungsstrasse 25,8005,Zürich,Zürich,044 272 92 16,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exhy/praxis-dr-med-modena-emilio,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/zuerich/institution/praxis-dr-med-modena-emilio/d171a40d-45ab-4de0-ba8a-8ed585f5a9c7,0
