name,address,street,postal_code,city,canton,phone_number,professions,url,official_website,Zuweisung
Cabinet Dr. Gremaud Grégoire,"Chemin des Vignolans 34, 2520 Neuenstadt",Chemin des Vignolans 34,2520,Neuenstadt,Bern,032 752 14 14,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/neuenstadt/eso6/cabinet-dr-gremaud-gregoire,,0,
Cabinet Dr. Hotz-Knutti Jacqueline,"Rue des Malterres 1, 2603 Péry",Rue des Malterres 1,2603,Péry,Bern,032 485 70 85,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/pery/erym/cabinet-dr-hotz-knutti-jacqueline,,0,
Cabinet Dr. Klein Denis,"Rue des Jonchères 55, 2610 Saint-Imier",Rue des Jonchères 55,2610,Saint-Imier,Bern,032 941 70 70,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/saint-imier/ess0/cabinet-dr-klein-denis,,0,
Cabinet Dr. Leibbrandt Dominique,"Avenue des Collonges 8, 2520 Neuenstadt",Avenue des Collonges 8,2520,Neuenstadt,Bern,032 751 20 90,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/neuenstadt/esui/cabinet-dr-leibbrandt-dominique,,0,
Cabinet Dr. Leyrisse Daniel,"Rue de la Chapelle 4, 2610 Saint-Imier",Rue de la Chapelle 4,2610,Saint-Imier,Bern,032 940 19 44,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/saint-imier/esuq/cabinet-dr-leyrisse-daniel,,0,
Cabinet Dr. Lopez Gil Dinjaba,"Rue Francillon 14, 2610 Saint-Imier",Rue Francillon 14,2610,Saint-Imier,Bern,032 941 71 80,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/saint-imier/er1y/cabinet-dr-lopez-gil-dinjaba,,0,
Cabinet Dr. med. Jeanmonod Ana Maria del Rosario,"Grand-Rue 26, 2710 Tavannes",Grand-Rue 26,2710,Tavannes,Bern,079 929 83 77,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/tavannes/erzg/cabinet-dr-med-jeanmonod-ana-maria-del-rosario,,0,
Cabinet Dr. med. Plattner Violeta,"Bahnhofplatz 13, 2502 Biel",Bahnhofplatz 13,2502,Biel,Bern,032 323 52 62,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/biel/er4k/cabinet-dr-med-plattner-violeta,,0,
Cabinet Dr méd. Spycher Olivier,"Rue Principale 14, 2735 Champoz",Rue Principale 14,2735,Champoz,Bern,032 492 41 90,"Allgemeine Innere Medizin, Intensivmedizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/champoz/ezd1/cabinet-dr-med-spycher-olivier,,0,
Cabinet Dr. med. Wühl Frédéric,"Rue du Midi 10, 2740 Moutier",Rue du Midi 10,2740,Moutier,Bern,078 718 09 61,"Allgemeine Innere Medizin, Kinder- und Jugendpsychiatrie",https://www.onedoc.ch/de/medizinische-praxis/moutier/ezfk/cabinet-dr-med-wuhl-frederic,,0,
Cabinet Dr. Mogenet Dalila,"Avenue de la Gare 15, 2740 Moutier",Avenue de la Gare 15,2740,Moutier,Bern,032 493 66 67,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/moutier/er21/cabinet-dr-mogenet-dalila,,0,
Cabinet Dr. Pataki Laslo,"Rue du Viaduc 26, 2740 Moutier",Rue du Viaduc 26,2740,Moutier,Bern,032 495 17 17,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/moutier/esxh/cabinet-dr-pataki-laslo,,0,
Cabinet Dr. Perret Olivier,"Route Principale 31, 2534 Orvin",Route Principale 31,2534,Orvin,Bern,032 323 31 21,Chiropraktik,https://www.onedoc.ch/de/medizinische-praxis/orvin/ekjy/cabinet-dr-perret-olivier,,0,
Cabinet Dr. Pesquié,"Les Fontenayes 17, 2610 Saint-Imier",Les Fontenayes 17,2610,Saint-Imier,Bern,032 942 23 30,Radiologie,https://www.onedoc.ch/de/medizinische-praxis/saint-imier/esxn/cabinet-dr-pesquie,,0,
Cabinet Dr. Picard Roger,"Florastrasse 32, 2502 Biel",Florastrasse 32,2502,Biel,Bern,032 323 66 88,Chiropraktik,https://www.onedoc.ch/de/medizinische-praxis/biel/esxz/cabinet-dr-picard-roger,,0,
Cabinet Dr. Prêtre Clary-Mona,"Quai du Bas 31, 2502 Biel",Quai du Bas 31,2502,Biel,Bern,032 322 41 77,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/biel/er4p/cabinet-dr-pretre-clary-mona,,0,
Cabinet Dr. Quadri Pierre,"Rue du Temple 3, 2610 Saint-Imier",Rue du Temple 3,2610,Saint-Imier,Bern,032 941 48 88,"Allgemeine Innere Medizin, Rheumatologie",https://www.onedoc.ch/de/medizinische-praxis/saint-imier/er97/cabinet-dr-quadri-pierre,,0,
Cabinet Dr. Ruchonnet Michel,"Bellevue 2, 2608 Courtelary",Bellevue 2,2608,Courtelary,Bern,032 944 10 10,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/courtelary/esbm/cabinet-dr-ruchonnet-michel,,0,
Cabinet Dr. Salaymeh Mohamad Amer,"Rue de l'Hôtel-de-Ville 5, 2740 Moutier",Rue de l'Hôtel-de-Ville 5,2740,Moutier,Bern,032 493 14 88,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/moutier/esbx/cabinet-dr-salaymeh-mohamad-amer,,0,
Cabinet Dr. Salomoni Ivano,"Rue de la Gare 8, 2605 Sonceboz-Sombeval",Rue de la Gare 8,2605,Sonceboz-Sombeval,Bern,032 489 24 24,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/sonceboz-sombeval/esby/cabinet-dr-salomoni-ivano,,0,
Cabinet Dr. Saurer Francis,"Envers 19, 2610 Saint-Imier",Envers 19,2610,Saint-Imier,Bern,032 941 18 18,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/saint-imier/esb2/cabinet-dr-saurer-francis,,0,
Cabinet Dr. Schaller Laurent,"Rue de l'Ecluse 3, 2740 Moutier",Rue de l'Ecluse 3,2740,Moutier,Bern,032 493 68 68,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/moutier/ecjx/cabinet-dr-schaller-laurent,,0,
Cabinet Dr. Scheidegger Isabelle,"Les Fontenayes 17, 2610 Saint-Imier",Les Fontenayes 17,2610,Saint-Imier,Bern,032 942 24 22,Neurologie,https://www.onedoc.ch/de/medizinische-praxis/saint-imier/er56/cabinet-dr-scheidegger-isabelle,,0,
Cabinet Dr. Stettler Christian,"Rue de Beausite 49, 2740 Moutier",Rue de Beausite 49,2740,Moutier,Bern,032 494 38 80,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/medizinische-praxis/moutier/ese2/cabinet-dr-stettler-christian,https://www.swissmedical.net/fr/hopitaux/moutier/annuaire-medecins/stettler-christian,0,
Cabinet Dr. Strnad Jindrich,"Rue de la Gare 7, 2500 Biel",Rue de la Gare 7,2500,Biel,Bern,032 323 70 70,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/biel/esfj/cabinet-dr-strnad-jindrich,https://alterspsychiatriebiel-bienne.ch/Deutsch/,0,
Cabinet Dr. Travaini Jean-Charles,"Route de Chaindon 7, 2732 Reconvilier",Route de Chaindon 7,2732,Reconvilier,Bern,032 481 22 79,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/reconvilier/esgf/cabinet-dr-travaini-jean-charles,,0,
Cabinet Dr. Trost Bernhard Nikolaus,"Chemin sous la Forêt 3, 2740 Moutier",Chemin sous la Forêt 3,2740,Moutier,Bern,032 493 55 02,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/medizinische-praxis/moutier/esgj/cabinet-dr-trost-bernhard-nikolaus,,0,
Cabinet Dr. Vicario Paolo,"Rue H.-F. Sandoz 49, 2710 Tavannes",Rue H.-F. Sandoz 49,2710,Tavannes,Bern,032 483 11 07,"Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/tavannes/esg1/cabinet-dr-vicario-paolo,,0,
Cabinet Dr. Vock Wissmeyer Jacqueline,"Bremgartenstrasse 117, 3012 Bern",Bremgartenstrasse 117,3012,Bern,Bern,031 300 95 11,Radio-Onkologie (Strahlentherapie),https://www.onedoc.ch/de/medizinische-praxis/bern/ezbw/cabinet-dr-vock-wissmeyer-jacqueline,,0,
Cabinet Dr. Wasser Marc-Etienne,"Rue de l'Hôtel-de-Ville 16, 2740 Moutier",Rue de l'Hôtel-de-Ville 16,2740,Moutier,Bern,032 493 49 49,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/moutier/esht/cabinet-dr-wasser-marc-etienne,,0,
Cabinet Dr. Wegmann Burns Maria,"Zentralstrasse 47, 2502 Biel",Zentralstrasse 47,2502,Biel,Bern,032 323 61 41,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/biel/er8z/cabinet-dr-wegmann-burns-maria,https://drwegmann.ch/kontakt.html,0,
Centerclinic für Plastische Chirurgie,"Hirschengraben 7, 3011 Bern",Hirschengraben 7,3011,Bern,Bern,031 311 58 22,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/bern/eycm/centerclinic-fur-plastische-chirurgie,https://centerclinic.ch/,0,
Central Physiotherapie Thun GmbH,"Bälliz 32, 3600 Thun",Bälliz 32,3600,Thun,Bern,079 458 28 73,Physiotherapie,https://www.onedoc.ch/de/medizinische-praxis/thun/eg4k/central-physiotherapie-thun-gmbh,https://www.central-physio.ch/,1,Zuweiser
Chiros & Team,"Monbijoustrasse 6, 3011 Bern",Monbijoustrasse 6,3011,Bern,Bern,031 944 10 10,Chiropraktik,https://www.onedoc.ch/de/medizinische-praxis/bern/ezco/chiros-team,,0,
Chirurgische Praxis Hohmad,"Hohmadstrasse 1, 3600 Thun",Hohmadstrasse 1,3600,Thun,Bern,033 222 80 22,Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/thun/escq/chirurgische-praxis-hohmad,,0,
Corps et Esprit,"Isabellenweg 4, 2503 Biel",Isabellenweg 4,2503,Biel,Bern,076 789 77 88,"Kinesiologie, Reiki",https://www.onedoc.ch/de/medizinische-praxis/biel/edcc/corps-et-esprit,,0,
"De Paiva Rodrigues Rosa, Praktische Ärztin medicalHELP.ch","Büttenbergstrasse 34, 2504 Biel",Büttenbergstrasse 34,2504,Biel,Bern,032 511 41 17,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/biel/ex76/de-paiva-rodrigues-rosa-praktische-arztin-medicalhelp-ch,,0,
Dermatologie am Gurten,"Gurtenbrauerei 92, 3084 Köniz",Gurtenbrauerei 92,3084,Köniz,Bern,031 301 03 14,Dermatologie und Venerologie,https://www.onedoc.ch/de/medizinische-praxis/koniz/ebarw/dermatologie-am-gurten,,0,
DR. ALFRED SCHLUP Chiropraktor SCG,"Spitalackerstrasse 22, 3013 Bern",Spitalackerstrasse 22,3013,Bern,Bern,031 331 70 70,Chiropraktik,https://www.onedoc.ch/de/medizinische-praxis/bern/escs/dr-alfred-schlup-chiropraktor-scg,https://schlupchiro.ch/,1,Zuweisung
Dr. Hashagen Bern Schweizerhof & Schweizer Hof & THE SPA,"Bahnhofplatz 11, 3011 Bern",Bahnhofplatz 11,3011,Bern,Bern,079 288 87 00,"Schmerztherapie, Ästhetische Medizin, Anti-Falten-Behandlung, Hyperhidrose | Übermässiges Schwitzen, Infusionstherapie | Drip spa, Injektion von Botulinumtoxin | Botox, Injektion von Hyaluronsäure, Injektion von plättchenreichem Plasma | PRP | Vampire Lift, Kryolipolyse, Microneedling, Morphologische und Anti-Aging-Medizin",https://www.onedoc.ch/de/medizinische-praxis/bern/e8sm/dr-hashagen-bern-schweizerhof-schweizer-hof-the-spa,,0,
Dr. Hashagen Thun & Aesthetic One,"Bahnhofstrasse 1, 3600 Thun",Bahnhofstrasse 1,3600,Thun,Bern,079 288 87 00,"Schmerztherapie, Ästhetische Medizin, Anti-Falten-Behandlung, Hyperhidrose | Übermässiges Schwitzen, Infusionstherapie | Drip spa, Injektion von Botulinumtoxin | Botox, Injektion von Hyaluronsäure, Injektion von plättchenreichem Plasma | PRP | Vampire Lift, Kryolipolyse, Microneedling, Morphologische und Anti-Aging-Medizin",https://www.onedoc.ch/de/medizinische-praxis/thun/e8si/dr-hashagen-thun-aesthetic-one,https://dr-hashagen.ch/unsere-standorte/cerisa-in-thun/,0,
Dr. med. Berthold Flamming | Facharzt für Psychiatrie und Psychotherapie FMH,"Hohengasse 21, 3400 Burgdorf",Hohengasse 21,3400,Burgdorf,Bern,079 344 24 98,"Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/burgdorf/esnn/dr-med-berthold-flamming-facharzt-fur-psychiatrie-und-psychotherapie-fmh,https://bgpp.ch/d9/dr-med-berthold-flamming,1,Zuweisung
ElfenauPraxis,"Elfenauweg 52, 3006 Bern",Elfenauweg 52,3006,Bern,Bern,031 351 51 53,"Allgemeine Innere Medizin, Aktualisierung des Impfbuchs, Asthma, Burnout, Gespräch über Polymedikation, Hausärztlicher Notfall, Impfberatung, Präoperative Untersuchung, Reiseberatung, Screening auf Diabetes, Screening auf Osteoporose, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/bern/esw1/elfenaupraxis,https://www.elfenaupraxis.ch/,0,
"FMH Kinder- und Jugendpsychiatrie, Dr. Chantal Ruffieux","Kramgasse 17, 3011 Bern",Kramgasse 17,3011,Bern,Bern,031 311 38 38,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/bern/er5k/fmh-kinder-und-jugendpsychiatrie-dr-chantal-ruffieux,,0,
Frauengesundheit Burgernziel,"Thunstrasse 99, 3006 Bern",Thunstrasse 99,3006,Bern,Bern,031 952 71 22,"Gynäkologie und Geburtshilfe, Senologie, Verhütung, Vorsorgeuntersuchung Brustkrebs, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich",https://www.onedoc.ch/de/medizinische-praxis/bern/e7gh/frauengesundheit-burgernziel,,0,
Frauenmedizin Neuengasse,"Neuengasse 43, 3011 Bern",Neuengasse 43,3011,Bern,Bern,031 311 44 32,"Gynäkologie und Geburtshilfe, Familienplanung, Schwangerschaftsultraschall, Schwangerschaftsvorsorge | Schwangerschaftsuntersuchung, Spirale | Spiraleinlage | Intrauterinpessar (IUP), Vaginalpilz, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich, Wechseljahre | Menopause",https://www.onedoc.ch/de/medizinische-praxis/bern/e9ok/frauenmedizin-neuengasse,,0,
Frauenpraxis an der Neuengasse Bern,"Neuengasse 43, 3011 Bern",Neuengasse 43,3011,Bern,Bern,031 311 58 35,"Gynäkologie und Geburtshilfe, Spirale | Spiraleinlage | Intrauterinpessar (IUP), Verhütung, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich",https://www.onedoc.ch/de/medizinische-praxis/bern/e4f1/frauenpraxis-an-der-neuengasse-bern,,0,
Frauenpraxis Bubenberg,"Bubenbergplatz 5, 3011 Bern",Bubenbergplatz 5,3011,Bern,Bern,031 326 25 25,"Gynäkologie und Geburtshilfe, Verhütung, Vorsorgeuntersuchung Brustkrebs, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich",https://www.onedoc.ch/de/medizinische-praxis/bern/e7f5/frauenpraxis-bubenberg,,0,
Frauenpraxis Inna Meyer,"Schänzlistrasse 33, 3013 Bern",Schänzlistrasse 33,3013,Bern,Bern,031 330 90 90,"Gynäkologie und Geburtshilfe, Brustkrebs | Mammakarzinom, Harnwegsinfektion | Zystitis | Blasenentzündung, Kinderwunsch | Fertilitätsbehandlung, Spirale | Spiraleinlage | Intrauterinpessar (IUP), Verhütung, Verhütungsimplantat | Verhütungsstäbchen, Vorsorgeuntersuchung Brustkrebs, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich, Wechseljahre | Menopause",https://www.onedoc.ch/de/medizinische-praxis/bern/ebat1/frauenpraxis-inna-meyer,,0,
"Girod Michel, FMH médecine interne générale","Grand-Rue 9, 2732 Reconvilier",Grand-Rue 9,2732,Reconvilier,Bern,032 481 33 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/reconvilier/esou/girod-michel-fmh-medecine-interne-generale,,0,
Gruppenpraxis Dr. Klauth-Wiktora / Dr. Liptay,"Jurastrasse 37, 4900 Langenthal",Jurastrasse 37,4900,Langenthal,Bern,062 923 83 04,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/langenthal/el35/gruppenpraxis-dr-klauth-wiktora-dr-liptay,,0,
Gruppenpraxis Dr. von Däniken / Dr. von Däniken,"Lyss-Strasse 22, 3270 Aarberg",Lyss-Strasse 22,3270,Aarberg,Bern,032 393 73 11,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/aarberg/eybx/gruppenpraxis-dr-von-daniken-dr-von-daniken,,0,
"Guioulami Areti, FMH Psychiatrie und Psychotherapie","Weissenbühlweg 15, 3007 Bern",Weissenbühlweg 15,3007,Bern,Bern,031 352 22 49,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/bern/erwm/guioulami-areti-fmh-psychiatrie-und-psychotherapie,,0,
Gynemedis,"Kreuzgasse 11, 3076 Worb",Kreuzgasse 11,3076,Worb,Bern,031 839 07 08,"Gynäkologie und Geburtshilfe, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung, Kinderwunsch | Fertilitätsbehandlung, Schwangerschaftsvorsorge | Schwangerschaftsuntersuchung, Spirale | Spiraleinlage | Intrauterinpessar (IUP), Verhütung, Vorsorgeuntersuchung Brustkrebs, Vorsorgeuntersuchung Humane Papillomaviren (HPV) | PAP Abstrich, Wechseljahre | Menopause",https://www.onedoc.ch/de/medizinische-praxis/worb/eryz/gynemedis,https://www.gynemedis.ch/,0,
Hausarzt - Homöopathie Thomas Güdelhöfer,"Schulhausstrasse 13, 3600 Thun",Schulhausstrasse 13,3600,Thun,Bern,033 222 94 30,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Homöopathie",https://www.onedoc.ch/de/medizinische-praxis/thun/espe/hausarzt-homoopathie-thomas-gudelhofer,,0,
Hausarzt Lorymatte,"Thunstrasse 16b, 3110 Münsingen",Thunstrasse 16b,3110,Münsingen,Bern,031 721 01 10,"Allgemeine Innere Medizin, Diabetes, Screening auf Diabetes, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/munsingen/esmj/hausarzt-lorymatte,https://hausarztlorymatte.ch/,0,
Hausarztpraxis Längenberg AG,"Längenbergstrasse 34, 3132 Riggisberg",Längenbergstrasse 34,3132,Riggisberg,Bern,031 809 02 11,"Allgemeine Innere Medizin, Impfberatung, Reiseberatung, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/riggisberg/ex8e/hausarztpraxis-langenberg-ag,https://www.hausarztpraxis-laengenberg.ch/,0,
Hausarztpraxis Thun,"Bernstrasse 1A, 3600 Thun",Bernstrasse 1A,3600,Thun,Bern,033 244 11 44,"Allgemeine Innere Medizin, Manuelle Medizin, Fadenentfernung | Klammerentfernung, Reiseberatung, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Verkehrsmedizinische Kontrolluntersuchung STUFE 2, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/thun/ert0/hausarztpraxis-thun,https://hausarztpraxis-thun.ch/,0,
HeiMEDli Hausarztpraxis AG,"Dorfplatz 10, 3114 Wichtrach",Dorfplatz 10,3114,Wichtrach,Bern,031 781 27 37,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/wichtrach/esn3/heimedli-hausarztpraxis-ag,https://www.heimedli.ch/,0,
HNO Bern West,"Bümplizstrasse 77, 3018 Bern",Bümplizstrasse 77,3018,Bern,Bern,031 992 80 20,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/medizinische-praxis/bern/e60g/hno-bern-west,https://www.hnobernwest.ch/,0,
Kinderarztpraxis PraxisZentrum Familienmedizin Belp,"Eichenweg 25, 3123 Belp",Eichenweg 25,3123,Belp,Bern,031 819 58 58,"Pädiatrie, Impfungen bei Kindern | Impfungen bei Säuglingen | Impfberatung Pädiatrie, Pädiatrischer Notfall | Kindernotfall, Schuluntersuch | Schuleingangsuntersuch, Vorsorgeuntersuchung bei Kindern | Pädiatrische Vorsorgeuntersuchung | Entwicklungskontrolle",https://www.onedoc.ch/de/medizinische-praxis/belp/ebamx/kinderarztpraxis-praxiszentrum-familienmedizin-belp,,0,
Kinder- und Jugendpraxis Langnau,"Güterstrasse 5, 3550 Langnau im Emmental",Güterstrasse 5,3550,Langnau im Emmental,Bern,034 500 10 90,Pädiatrie,https://www.onedoc.ch/de/medizinische-praxis/langnau-im-emmental/er43/kinder-und-jugendpraxis-langnau,https://www.kinderpraxis-langnau.ch/,0,
Kinder- und Jugendpraxis Wabern,"Seftigenstrasse 240, 3084 Wabern",Seftigenstrasse 240,3084,Wabern,Bern,031 961 30 10,"Allergologie und Immunologie, Pädiatrie",https://www.onedoc.ch/de/medizinische-praxis/wabern/ess4/kinder-und-jugendpraxis-wabern,https://kinderpraxiswabern.ch/,0,
KIRR AG - Augenzentrum Moossee,"Zentrum 11a, 3322 Urtenen-Schönbühl",Zentrum 11a,3322,Urtenen-Schönbühl,Bern,031 521 00 33,"Augenchirurgie, Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Augencheck | Untersuchung der Sehkraft | Visustest, Glaukom | Grüner Star, Katarakt | Grauer Star, Pädiatrische Ophthalmologie",https://www.onedoc.ch/de/medizinische-praxis/urtenen-schonbuhl/e8mc/kirr-ag-augenzentrum-moossee,,0,
Lorrainepraxis AG,"Lorrainestrasse 16, 3013 Bern",Lorrainestrasse 16,3013,Bern,Bern,031 332 94 94,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/bern/eobw/lorrainepraxis-ag,,0,
Loser Gaard Chiropraktik,"Grabenstrasse 4, 3600 Thun",Grabenstrasse 4,3600,Thun,Bern,033 221 13 13,Chiropraktik,https://www.onedoc.ch/de/medizinische-praxis/thun/ewby/loser-gaard-chiropraktik,,0,
Magen-Darm-Praxis Münsingen,"Krankenhausweg 18, 3110 Münsingen",Krankenhausweg 18,3110,Münsingen,Bern,031 682 82 70,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/medizinische-praxis/munsingen/esto/magen-darm-praxis-munsingen,,0,
medesthetics gmbh,"Bernstrasse 41, 3303 Jegenstorf",Bernstrasse 41,3303,Jegenstorf,Bern,031 761 00 55,"Akupunktur, Hausarztmedizin (Allgemeinmedizin), Kosmetik, Ästhetische Medizin, Abdomensonografie | Ultraschall des Bauches, Anti-Falten-Behandlung, Kryolipolyse, Microneedling",https://www.onedoc.ch/de/medizinische-praxis/jegenstorf/esi8/medesthetics-gmbh,https://www.medesthetics.ch/,0,
Medical Center Wankdorf,"Papiermühlestrasse 79, 3014 Bern",Papiermühlestrasse 79,3014,Bern,Bern,031 525 98 00,"Allgemeine Innere Medizin, Ernährungsberatung, Orthopädische Chirurgie, Physiotherapie, Psychiatrie, Psychologie, Pädiatrie, Kinderorthopädie",https://www.onedoc.ch/de/medizinische-praxis/bern/ebbir/medical-center-wankdorf,,0,
Murimed Hausarztpraxis,"Thunstrasse 162, 3074 Muri bei Bern",Thunstrasse 162,3074,Muri bei Bern,Bern,031 512 15 15,"Allgemeine Innere Medizin, Aktualisierung des Impfbuchs, Impfberatung, Reiseberatung, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Verkehrsmedizinische Kontrolluntersuchung STUFE 2, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/muri-bei-bern/e8r5/murimed-hausarztpraxis,,0,
"Nebiker-Schöni Sibylle, Chiropraktorin Chiropraktik Langenthal","Herzogstrasse 7, 4900 Langenthal",Herzogstrasse 7,4900,Langenthal,Bern,062 923 18 25,Chiropraktik,https://www.onedoc.ch/de/medizinische-praxis/langenthal/er3k/nebiker-schoni-sibylle-chiropraktorin-chiropraktik-langenthal,https://www.chiro-langenthal.ch/team/sibylle-nebiker-schöni/,0,
"Neuenschwander Matthias, FMH Psychiatrie und Psychotherapie","Landoltstrasse 57, 3007 Bern",Landoltstrasse 57,3007,Bern,Bern,031 351 87 77,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/bern/eswx/neuenschwander-matthias-fmh-psychiatrie-und-psychotherapie,https://bgpp.ch/d9/drmed-matthias-neuenschwander,0,
ONOVIS,"Bollwerk 19, 3011 Bern",Bollwerk 19,3011,Bern,Bern,031 311 15 55,"Augenheilkunde, Orthoptik, Augencheck | Untersuchung der Sehkraft | Visustest, Glaukom | Grüner Star, Katarakt | Grauer Star, Sehstörung",https://www.onedoc.ch/de/medizinische-praxis/bern/e6vm/onovis,https://www.onovis.ch/,0,
ORTHO DE MENEZES,"Bahnhofstrasse 54, 2502 Biel",Bahnhofstrasse 54,2502,Biel,Bern,032 365 86 86,"Orthopädie, Distorsion | Verstauchung, Hüftchirurgie | Hüftoperation, Hüftprothese, Hüftspezialist, Kniearthroskopie, Knieprothese, Kniespezialist, Muskelriss | Bänderriss, Rehabilitation des Bewegungsapparates | Muskuloskelettale Rehabilitation",https://www.onedoc.ch/de/medizinische-praxis/biel/e96w/ortho-de-menezes,https://www.ortho-demenezes.ch/,0,
Orthopädische Praxis Schouldercare,"Riedweg 5, 3012 Bern",Riedweg 5,3012,Bern,Bern,031 309 96 20,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/bern/esk7/orthopadische-praxis-schouldercare,,0,
Praktischer Arzt,"Aarbergstrasse 5, 3294 Büren an der Aare",Aarbergstrasse 5,3294,Büren an der Aare,Bern,032 533 01 01,"Allgemeine Innere Medizin, Anästhesiologie",https://www.onedoc.ch/de/medizinische-praxis/buren-an-der-aare/ess7/praktischer-arzt,https://www.praxisbueren.ch/,0,
Praxis am Rehlipark,"Solothurnstrasse 3A, 3422 Kirchberg BE",Solothurnstrasse 3A,3422,Kirchberg BE,Bern,034 445 13 31,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/kirchberg/eyj1/praxis-am-rehlipark,https://pluriprax.ch/praxis-am-rehlipark/,0,
Praxis Azemi Fadil,"Glockenstrasse 9, 3018 Bern",Glockenstrasse 9,3018,Bern,Bern,031 991 85 20,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/bern/er94/praxis-azemi-fadil,,0,
