name,address,street,postal_code,city,canton,phone_number,professions,url,official_website,Zuweisung,Triggered_Keywords
Hôpital des Trois-Chêne - Pharmacologie,"Chemin du Pont-Bochet 3, 1226 Thônex",Chemin du Pont-Bochet 3,1226,Thônex,Genf,022 305 61 11,"Allgemeine Innere Medizin, Klinische Pharmakologie und Toxikologie",https://www.onedoc.ch/de/spital/thonex/eyku/hopital-des-trois-chene-pharmacologie,https://www.hug.ch/lhopital-des-trois-chene,1,référence
Hôpital des Trois-Chêne - Rehabilitation,"Chemin du Pont-Bochet 3, 1226 Thônex",Chemin du Pont-Bochet 3,1226,Thônex,Genf,022 305 61 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/thonex/es8u/hopital-des-trois-chene-rehabilitation,https://www.hug.ch/lhopital-des-trois-chene,1,référence
Hôpital La Tour Meyrin - Allergologie/Immunologie,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Allergologie und Immunologie, Allgemeine Innere Medizin",https://www.onedoc.ch/de/spital/meyrin/ezqj/hopital-la-tour-meyrin-allergologie-immunologie,https://www.la-tour.ch/fr/offre-de-soins/allergologie-immunologie-clinique,1,pour médecins
Hôpital La Tour Meyrin - Anésthésie,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Anästhesiologie, Hausarztmedizin (Allgemeinmedizin), Intensivmedizin",https://www.onedoc.ch/de/spital/meyrin/ezmu/hopital-la-tour-meyrin-anesthesie,https://www.la-tour.ch/fr/offre-de-soins/anesthesiologie,1,pour médecins
Hôpital La Tour Meyrin - Angiologie,"Avenue J.-D.-Maillard 3, 1217 Meyrin",Avenue J.-D.-Maillard 3,1217,Meyrin,Genf,022 719 62 62,Angiologie,https://www.onedoc.ch/de/spital/meyrin/es9t/hopital-la-tour-meyrin-angiologie,https://www.la-tour.ch/fr/offre-de-soins/angiologie,1,pour médecins
Hôpital La Tour Meyrin - Cardiologie,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Allgemeine Innere Medizin, Intensivmedizin, Kardiologie",https://www.onedoc.ch/de/spital/meyrin/ezo7/hopital-la-tour-meyrin-cardiologie,https://www.la-tour.ch/fr/offre-de-soins/cardiologie,1,"référence, pour médecins"
Hôpital La Tour Meyrin - Centre de Dialyse,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Allgemeine Innere Medizin, Nephrologie",https://www.onedoc.ch/de/spital/meyrin/ezpi/hopital-la-tour-meyrin-centre-de-dialyse,https://www.la-tour.ch/fr/offre-de-soins/nephrologie,1,pour médecins
Hôpital La Tour Meyrin - Centre de médecine du sport,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Allgemeine Innere Medizin, Physikalische und Rehabilitative Medizin",https://www.onedoc.ch/de/spital/meyrin/ezox/hopital-la-tour-meyrin-centre-de-medecine-du-sport,https://www.la-tour.ch/fr/offre-de-soins/centre-de-medecine-du-sport,1,pour médecins
Hôpital La Tour Meyrin - Chirurgie Cardiovasculaire / Thoracique,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,,https://www.onedoc.ch/de/spital/meyrin/ezoi/hopital-la-tour-meyrin-chirurgie-cardiovasculaire-thoracique,https://www.la-tour.ch/fr/offre-de-soins/chirurgie-cardiaque-et-vasculaire-thoracique,1,pour médecins
Hôpital La Tour Meyrin - Chirurgie de la main,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Handchirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/meyrin/ezpu/hopital-la-tour-meyrin-chirurgie-de-la-main,https://www.la-tour.ch/fr/offre-de-soins/chirurgie-de-la-main,1,pour médecins
Hôpital La Tour Meyrin - Chirurgie Générale,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,,https://www.onedoc.ch/de/spital/meyrin/ezq5/hopital-la-tour-meyrin-chirurgie-generale,,0,
Hôpital La Tour Meyrin - Chirurgie Neurologique,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,Neurochirurgie,https://www.onedoc.ch/de/spital/meyrin/ezqt/hopital-la-tour-meyrin-chirurgie-neurologique,https://www.la-tour.ch/fr/offre-de-soins/centre-de-neurologie,1,pour médecins
Hôpital La Tour Meyrin - Chirurgie Orthopédique,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,Orthopädische Chirurgie,https://www.onedoc.ch/de/spital/meyrin/ezmc/hopital-la-tour-meyrin-chirurgie-orthopedique,https://www.la-tour.ch/fr/offre-de-soins/chirurgie-orthopedique,1,pour médecins
Hôpital La Tour Meyrin - Chirurgie Pédiatrique,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Chirurgie, Kinderchirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/meyrin/ezqp/hopital-la-tour-meyrin-chirurgie-pediatrique,https://www.la-tour.ch/fr/offre-de-soins/chirurgie-pediatrique,1,pour médecins
Hôpital La Tour Meyrin - Chirurgie Réparatrice/Plastique,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/spital/meyrin/ezq4/hopital-la-tour-meyrin-chirurgie-reparatrice-plastique,https://www.la-tour.ch/fr/offre-de-soins/chirurgie-plastique-reconstructive-et-esthetique,1,pour médecins
Hôpital La Tour Meyrin - Dermatologie,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Allgemeine Innere Medizin, Dermatologie und Venerologie",https://www.onedoc.ch/de/spital/meyrin/ezq2/hopital-la-tour-meyrin-dermatologie,https://www.la-tour.ch/fr/offre-de-soins/dermatologie,1,pour médecins
Hôpital La Tour Meyrin - Dermatologie Policlinique,"Avenue J.-D.-Maillard 3, 1217 Meyrin",Avenue J.-D.-Maillard 3,1217,Meyrin,Genf,022 566 69 70,Dermatologie und Venerologie,https://www.onedoc.ch/de/spital/meyrin/eyk2/hopital-la-tour-meyrin-dermatologie-policlinique,https://www.la-tour.ch/fr/offre-de-soins/dermatologie,1,pour médecins
Hôpital La Tour Meyrin - Endocrinologie / Diabétologie,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/spital/meyrin/ezop/hopital-la-tour-meyrin-endocrinologie-diabetologie,https://www.la-tour.ch/fr/offre-de-soins/endocrinologie-diabetologie,1,pour médecins
Hôpital La Tour Meyrin - Gastroentérologie,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/meyrin/ezol/hopital-la-tour-meyrin-gastroenterologie,https://www.la-tour.ch/fr/offre-de-soins/gastroenterologie,1,pour médecins
Hôpital La Tour Meyrin - Médecine Interne,"Avenue Jacob-Daniel-Maillard 1, 1217 Meyrin",Avenue Jacob-Daniel-Maillard 1,1217,Meyrin,Genf,022 719 60 01,"Allgemeine Innere Medizin, Infektiologie",https://www.onedoc.ch/de/spital/meyrin/ezoo/hopital-la-tour-meyrin-medecine-interne,https://www.la-tour.ch/fr/offre-de-soins/medecine-interne,1,pour médecins
Hôpital La Tour Meyrin - Médecine nucléaire,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,Nuklearmedizin,https://www.onedoc.ch/de/spital/meyrin/ezqh/hopital-la-tour-meyrin-medecine-nucleaire,https://www.la-tour.ch/fr/offre-de-soins/medecine-nucleaire,1,pour médecins
Hôpital La Tour Meyrin - Neurologie,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,Neurologie,https://www.onedoc.ch/de/spital/meyrin/ezn8/hopital-la-tour-meyrin-neurologie,https://www.la-tour.ch/fr/offre-de-soins/centre-de-neurologie,1,pour médecins
Hôpital La Tour Meyrin - Oncologie,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Allgemeine Innere Medizin, Hämatologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/meyrin/eznq/hopital-la-tour-meyrin-oncologie,https://www.la-tour.ch/fr/offre-de-soins/oncologie-hematologie,1,pour médecins
Hôpital La Tour Meyrin - Ophtalmologie Clinique,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,Augenheilkunde,https://www.onedoc.ch/de/spital/meyrin/ezo1/hopital-la-tour-meyrin-ophtalmologie-clinique,https://www.la-tour.ch/fr/offre-de-soins/centre-ophtalmologique-neurovisuel,1,pour médecins
Hôpital La Tour Meyrin - ORL Clinique,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/spital/meyrin/ezp6/hopital-la-tour-meyrin-orl-clinique,https://www.la-tour.ch/fr/offre-de-soins/centre-orl,1,pour médecins
Hôpital La Tour Meyrin - Pédiatrie,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Infektiologie, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.onedoc.ch/de/spital/meyrin/ezn0/hopital-la-tour-meyrin-pediatrie,,0,
Hôpital La Tour Meyrin - Pneumologie,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Allgemeine Innere Medizin, Intensivmedizin, Pneumologie",https://www.onedoc.ch/de/spital/meyrin/ezon/hopital-la-tour-meyrin-pneumologie,https://www.la-tour.ch/fr/offre-de-soins/pneumologie,1,pour médecins
Hôpital La Tour Meyrin - Radiologie Clinique,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Nuklearmedizin, Radiologie",https://www.onedoc.ch/de/spital/meyrin/ezmg/hopital-la-tour-meyrin-radiologie-clinique,,0,
Hôpital La Tour Meyrin - Radio-oncologie,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Radio-Onkologie (Strahlentherapie), Radiologie",https://www.onedoc.ch/de/spital/meyrin/ezpq/hopital-la-tour-meyrin-radio-oncologie,https://www.la-tour.ch/fr/offre-de-soins/radio-oncologie,1,pour médecins
Hôpital La Tour Meyrin - Rhumatologie Clinique,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Allgemeine Innere Medizin, Rheumatologie",https://www.onedoc.ch/de/spital/meyrin/ezqb/hopital-la-tour-meyrin-rhumatologie-clinique,https://www.la-tour.ch/fr/offre-de-soins/rhumatologie,1,pour médecins
Hôpital La Tour Meyrin - Service d'urgence,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/meyrin/ezme/hopital-la-tour-meyrin-service-d-urgence,https://www.la-tour.ch/fr/offre-de-soins/urgences,1,pour médecins
Hôpital La Tour Meyrin - Soins intensifs,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Allgemeine Innere Medizin, Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/meyrin/ezq8/hopital-la-tour-meyrin-soins-intensifs,https://www.la-tour.ch/fr/offre-de-soins/soins-intensifs,1,pour médecins
Hôpital La Tour Meyrin - Urologie Clinique,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,Urologie,https://www.onedoc.ch/de/spital/meyrin/ezpv/hopital-la-tour-meyrin-urologie-clinique,https://www.la-tour.ch/fr/offre-de-soins/urologie,1,pour médecins
Hôpital La Tour SA Meyrin - Chir.Digestive,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 61 11,"Allgemeine Innere Medizin, Chirurgie, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Intensivmedizin, Kardiologie, Orthopädische Chirurgie, Pneumologie, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.onedoc.ch/de/spital/meyrin/ez9/hopital-la-tour-sa-meyrin-chir-digestive,https://www.la-tour.ch/fr/offre-de-soins/chirurgie-viscerale-digestive,1,pour médecins
Hôpitaux Universitaires de Genève - Neurologie,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 83 18,Neurologie,https://www.onedoc.ch/de/spital/genf/ezg/hopitaux-universitaires-de-geneve-neurologie,https://www.hug.ch/neurologie,1,référence
Hôpitaux universit. de Genève - Pédiatrie,"Rue Willy-Donzé 6, 1205 Genf",Rue Willy-Donzé 6,1205,Genf,Genf,022 372 40 00,"Allergologie und Immunologie, Allgemeine Innere Medizin, Gastroenterologie, Infektiologie, Intensivmedizin, Pädiatrie, Radiologie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.onedoc.ch/de/spital/genf/ebqz/hopitaux-universit-de-geneve-pediatrie,https://enfants-ados.hug.ch/,1,référence
HUG,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Allergologie und Immunologie, Allgemeine Innere Medizin, Angiologie, Anästhesiologie, Augenheilkunde, Aurikulotherapie, Chirurgie, Dermatologie und Venerologie, Endokrinologie und Diabetologie, Gastroenterologie, Gynäkologie und Geburtshilfe, Handchirurgie, Hausarztmedizin (Allgemeinmedizin), Hämatologie, Intensivmedizin, Kardiologie, Klinische Pharmakologie und Toxikologie, Medizinische Onkologie, Mund-, Kiefer- und Gesichtschirurgie, Nephrologie, Neurochirurgie, Neurologie, Nuklearmedizin, Oralchirurgie, Orthopädische Chirurgie, Physikalische und Rehabilitative Medizin, Pneumologie, Pädiatrie, Radiologie, Traditionelle Chinesische Medizin (TCM)",https://www.onedoc.ch/de/spital/genf/ezdj/hug,https://www.hug.ch/en,0,
HUG - Allergologie/Immunologie,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 93 82,"Allergologie und Immunologie, Allgemeine Innere Medizin, Dermatologie und Venerologie, Pneumologie",https://www.onedoc.ch/de/spital/genf/eznp/hug-allergologie-immunologie,https://www.hug.ch/immunologie-allergologie,1,référence
HUG - Ambulatoire,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/genf/eti8/hug-ambulatoire,https://www.hug.ch/consultation/urgence-ambulatoire,1,référence
HUG - Ambulatoire psych.,"Rue des Pitons 15, 1205 Genf",Rue des Pitons 15,1205,Genf,Genf,022 372 55 45,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/genf/etcf/hug-ambulatoire-psych,https://www.hug.ch/departement-psychiatrie,1,référence
HUG - Anésthésie,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Allgemeine Innere Medizin, Anästhesiologie, Hausarztmedizin (Allgemeinmedizin), Hypnotherapie, Intensivmedizin",https://www.onedoc.ch/de/spital/genf/ezmf/hug-anesthesie,https://www.hug.ch/anesthesiologie,1,référence
HUG - Angiologie,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Allgemeine Innere Medizin, Angiologie, Hämatologie",https://www.onedoc.ch/de/spital/genf/es4t/hug-angiologie,https://www.hug.ch/angiologie-et-hemostase,1,référence
HUG - Cardiologie,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Allgemeine Innere Medizin, Intensivmedizin, Kardiologie",https://www.onedoc.ch/de/spital/genf/ezmd/hug-cardiologie,https://www.hug.ch/cardiologie,1,référence
HUG - Chirurgie cardiaque,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Gefässchirurgie, Herzchirurgie",https://www.onedoc.ch/de/spital/genf/ezmw/hug-chirurgie-cardiaque,https://www.hug.ch/chirurgie-cardiovasculaire,1,référence
HUG - Chirurgie Cardiov./Thoracique,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 741 03 00,"Chirurgie, Gefässchirurgie, Herzchirurgie",https://www.onedoc.ch/de/spital/genf/ezpw/hug-chirurgie-cardiov-thoracique,https://www.hug.ch/chirurgie-thoracique-endocrinienne,1,référence
HUG - Chirurgie de la main,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 79 93,"Chirurgie, Handchirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/genf/etiq/hug-chirurgie-de-la-main,https://www.hug.ch/consultation/chirurgie-main,1,référence
HUG - Chirurgie Digestive,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Chirurgie, Kolorektale und Robotik Chirurgie, Viszeralchirurgie",https://www.onedoc.ch/de/spital/genf/ezmo/hug-chirurgie-digestive,https://www.hug.ch/chirurgie-viscerale,1,référence
HUG - Chirurgie Générale,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,Chirurgie,https://www.onedoc.ch/de/spital/genf/ezpl/hug-chirurgie-generale,https://www.hug.ch/chirurgie,1,référence
HUG - Chirurgie Maxillo-faciale,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Mund-, Kiefer- und Gesichtschirurgie, Oralchirurgie",https://www.onedoc.ch/de/spital/genf/eti5/hug-chirurgie-maxillo-faciale,https://www.hug.ch/chirurgie-maxillofaciale-buccale,1,référence
HUG - Chirurgie Neurologique,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,Neurochirurgie,https://www.onedoc.ch/de/spital/genf/eznk/hug-chirurgie-neurologique,https://www.hug.ch/neurochirurgie,1,référence
HUG - Chirurgie onco-gynécologique,"Boulevard de la Cluse 30, 1205 Genf",Boulevard de la Cluse 30,1205,Genf,Genf,022 372 33 11,"Gynäkologie und Geburtshilfe, Medizinische Onkologie",https://www.onedoc.ch/de/spital/genf/ezpb/hug-chirurgie-onco-gynecologique,https://www.hug.ch/consultation/onco-gynecologie-chirurgicale,1,référence
HUG - Chirurgie Orthopédique,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Orthopädische Chirurgie, Traumatologie",https://www.onedoc.ch/de/spital/genf/ezom/hug-chirurgie-orthopedique,https://www.hug.ch/orthopedie,1,référence
HUG - Chirurgie Réparatrice/Plastique,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Chirurgie, Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/spital/genf/ezmt/hug-chirurgie-reparatrice-plastique,https://www.hug.ch/chirurgie-plastique-reconstructive-et-esthetique,1,référence
HUG - Chirurgie thoracique,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Chirurgie, Herzchirurgie",https://www.onedoc.ch/de/spital/genf/ezm5/hug-chirurgie-thoracique,https://www.hug.ch/chirurgie-thoracique-endocrinienne,1,référence
HUG - Consultation sourd/malentendant,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,079 553 01 49,Krankenpflege,https://www.onedoc.ch/de/spital/genf/e60k/hug-consultation-sourd-malentendant,https://www.hug.ch/sourds-malentendants,1,référence
HUG - Dermatologie,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Allergologie und Immunologie, Dermatologie und Venerologie, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/genf/ezdo/hug-dermatologie,https://www.hug.ch/dermatologie-et-venerologie,1,référence
HUG - Direction médicale et qualité,"Rue Gabrielle Perret-Gentil 4, 1205 Genf",Rue Gabrielle Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Allgemeine Innere Medizin, Hämatologie, Klinische Pharmakologie und Toxikologie, Pneumologie",https://www.onedoc.ch/de/spital/genf/etbn/hug-direction-medicale-et-qualite,https://www.hug.ch/direction-medicale-qualite,1,référence
HUG - Endo/Diabétologie,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/spital/genf/ezmn/hug-endo-diabetologie,https://www.hug.ch/endocrinologie-diabetologie,1,référence
HUG - Gastroentérologie,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/genf/ezm4/hug-gastroenterologie,https://www.hug.ch/gastro-enterologie-et-hepatologie,1,référence
HUG - Génétique médicale,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Medizinische Genetik, Pädiatrie",https://www.onedoc.ch/de/spital/genf/ezm3/hug-genetique-medicale,https://www.hug.ch/medecine-genetique,1,référence
HUG - Gériatrie,"Rue Gabrielle-Perret-Gentil 6, 1205 Genf",Rue Gabrielle-Perret-Gentil 6,1205,Genf,Genf,022 372 58 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/genf/ezpt/hug-geriatrie,https://www.hug.ch/geriatrie,1,référence
HUG - Gynécologie - Onco-Génétique,"Boulevard de la Cluse 30, 1205 Genf",Boulevard de la Cluse 30,1205,Genf,Genf,022 372 33 11,"Allgemeine Innere Medizin, Medizinische Genetik, Medizinische Onkologie",https://www.onedoc.ch/de/spital/genf/es4i/hug-gynecologie-onco-genetique,https://www.hug.ch/medecine-genetique/oncogenetique,1,référence
HUG - Hématologie,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Allgemeine Innere Medizin, Hämatologie",https://www.onedoc.ch/de/spital/genf/eznb/hug-hematologie,https://www.hug.ch/hematologie,1,référence
HUG - Hôpital des Enfants - Urgences pédiatriques,"Avenue de la Roseraie 47, 1205 Genf",Avenue de la Roseraie 47,1205,Genf,Genf,022 372 40 00,"Allgemeine Innere Medizin, Infektiologie, Pädiatrie",https://www.onedoc.ch/de/spital/genf/ezm1/hug-hopital-des-enfants-urgences-pediatriques,https://enfants-ados.hug.ch/urgences-pediatriques,0,
HUG - Inféctiologie,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Allgemeine Innere Medizin, Infektiologie, Pneumologie, Pädiatrie",https://www.onedoc.ch/de/spital/genf/ezmp/hug-infectiologie,https://www.hug.ch/maladies-infectieuses,1,référence
HUG - Maladies chroniques,"Chemin Venel 7, 1206 Genf",Chemin Venel 7,1206,Genf,Genf,022 372 97 22,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie, Pneumologie",https://www.onedoc.ch/de/spital/genf/es5w/hug-maladies-chroniques,https://www.hug.ch/en,0,
HUG - Médecine Interne,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Allgemeine Innere Medizin, Dermatologie und Venerologie, Intensivmedizin, Physikalische und Rehabilitative Medizin",https://www.onedoc.ch/de/spital/genf/ezm9/hug-medecine-interne,https://www.hug.ch/medecine-interne-generale,1,référence
HUG - Médecine nucléaire,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,Nuklearmedizin,https://www.onedoc.ch/de/spital/genf/ezny/hug-medecine-nucleaire,https://www.hug.ch/medecine-nucleaire-et-imagerie-moleculaire,1,référence
HUG - Médecine tropicale,"Rue Gabrielle-Perret-Gentil 6, 1205 Genf",Rue Gabrielle-Perret-Gentil 6,1205,Genf,Genf,022 372 96 15,"Allgemeine Innere Medizin, Anästhesiologie, Pädiatrie, Tropen- und Reisemedizin",https://www.onedoc.ch/de/spital/genf/es6e/hug-medecine-tropicale,https://www.hug.ch/medecine-tropicale-et-humanitaire,1,référence
HUG - Néonatologie,"Boulevard de la Cluse 30, 1205 Genf",Boulevard de la Cluse 30,1205,Genf,Genf,022 372 33 11,Pädiatrie,https://www.onedoc.ch/de/spital/genf/ezna/hug-neonatologie,https://enfants-ados.hug.ch/neonatologie,0,
HUG - Néphrologie,"Rue Gabrielle-Perret-Gentil 4, 1205 Genf",Rue Gabrielle-Perret-Gentil 4,1205,Genf,Genf,022 372 33 11,"Allgemeine Innere Medizin, Nephrologie",https://www.onedoc.ch/de/spital/genf/es4q/hug-nephrologie,https://www.hug.ch/nephrologie,1,référence
