name,address,street,postal_code,city,canton,phone,professions,official_website,google_search_url,type,url
ProctoCentre,"Rue Saint-Germain 2, 1030 Bussigny",Rue Saint-Germain 2,1030,Bussigny,Waadt,021 804 31 20,"Chirurgie, Proktologie, Viszeralchirurgie",Unknown,https://www.google.ch/search?q=ProctoCentre+Bussigny,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bussigny/e11t/proctocentre
Quai Santé,"Avenue des Alpes 74, 1820 Montreux",Avenue des Alpes 74,1820,Montreux,Waadt,021 964 30 00,"Allgemeine Innere Medizin, Chirurgie, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Orthopädische Chirurgie, Die Pille danach, Endometriose, Familienplanung, Unfruchtbarkeit, Verhütung, Wechseljahre | Menopause",Unknown,https://www.google.ch/search?q=Quai+Santé+Montreux,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/montreux/evp4/quai-sante
Swiss Visio Genolier,"Route du Muids 3, 1272 Genolier",Route du Muids 3,1272,Genolier,Waadt,058 274 22 80,"Augenheilkunde, Ästhetische Medizin, Blepharoplastik | Augenlidchirurgie, Injektion von Botulinumtoxin, Injektion von Hyaluronsäure, Katarakt-Chirurgie | Grauer Star-Operation, Okuloplastik, Trockene Augen",Unknown,https://www.google.ch/search?q=Swiss+Visio+Genolier+Genolier,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genolier/e08n/swiss-visio-genolier
Swiss Visio Montchoisi,"Avenue du Servan 38, 1006 Lausanne",Avenue du Servan 38,1006,Lausanne,Waadt,058 274 22 00,"Augenheilkunde, Ästhetische Medizin, Blepharoplastik | Augenlidchirurgie, Injektion von Botulinumtoxin, Injektion von Hyaluronsäure, Katarakt-Chirurgie | Grauer Star-Operation, Okuloplastik, Trockene Augen",Unknown,https://www.google.ch/search?q=Swiss+Visio+Montchoisi+Lausanne,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/lausanne/eqp0/swiss-visio-montchoisi
Swiss Visio - Test d'éligibilité,"Route du Muids 5, 1272 Genolier",Route du Muids 5,1272,Genolier,Waadt,058 274 22 80,Optometrie,Unknown,https://www.google.ch/search?q=Swiss+Visio+-+Test+d'éligibilité+Genolier,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genolier/ebaz3/swiss-visio-test-d-eligibilite
Swiss Wound Center,"La Levratte 26, 1260 Nyon",La Levratte 26,1260,Nyon,Waadt,022 365 17 37,"Plastische, rekonstruktive und ästhetische Chirurgie",Unknown,https://www.google.ch/search?q=Swiss+Wound+Center+Nyon,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/nyon/e1lk/swiss-wound-center
Y-Vision,"Avenue des Trois-Lacs 24, 1400 Yverdon-les-Bains",Avenue des Trois-Lacs 24,1400,Yverdon-les-Bains,Waadt,024 477 25 25,"Augenchirurgie, Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Augencheck | Untersuchung der Sehkraft | Visustest, Blepharoplastik | Augenlidchirurgie, Brille, Funduskopie | Ophthalmoskopie | Augenspiegelung | Spaltlampenuntersuchung, Gesichtsfeld, Glaukom | Grüner Star, Katarakt | Grauer Star, Katarakt-Chirurgie | Grauer Star-Operation, Kontaktlinsen, Pädiatrische Ophthalmologie, Sehstörung, Trockene Augen",Unknown,https://www.google.ch/search?q=Y-Vision+Yverdon-les-Bains,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/yverdon-les-bains/e8og/y-vision
Aerztezentrum Interlaken,"Florastrasse 9, 3800 Interlaken",Florastrasse 9,3800,Interlaken,Bern,033 826 11 00,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Aerztezentrum+Interlaken+Interlaken,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/interlaken/ersx/aerztezentrum-interlaken
Ärztezentrum Attiswil - Wiedlisbach,"Oeleweg 3, 4537 Wiedlisbach",Oeleweg 3,4537,Wiedlisbach,Bern,032 636 36 36,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Ärztezentrum+Attiswil+-+Wiedlisbach+Wiedlisbach,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/wiedlisbach/er76/arztezentrum-attiswil-wiedlisbach
Ärztezentrum Burg,"Schmiedengasse 1, 2502 Biel",Schmiedengasse 1,2502,Biel,Bern,032 323 11 88,"Allergologie und Immunologie, Allgemeine Innere Medizin",Unknown,https://www.google.ch/search?q=Ärztezentrum+Burg+Biel,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/biel/er0e/arztezentrum-burg
ÄrzteZentrum Eigerpark,"Eigerweg 4, 3322 Urtenen-Schönbühl",Eigerweg 4,3322,Urtenen-Schönbühl,Bern,031 859 93 93,"Allgemeine Innere Medizin, Kardiologie",Unknown,https://www.google.ch/search?q=ÄrzteZentrum+Eigerpark+Urtenen-Schönbühl,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/urtenen-schonbuhl/esv6/arztezentrum-eigerpark
Ärztezentrum Emmentalstrasse,"Emmentalstrasse 17, 3510 Konolfingen",Emmentalstrasse 17,3510,Konolfingen,Bern,031 790 22 60,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Ärztezentrum+Emmentalstrasse+Konolfingen,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/konolfingen/erv3/arztezentrum-emmentalstrasse
Ärztezentrum Jegenstorf,"Bernstrasse 12, 3303 Jegenstorf",Bernstrasse 12,3303,Jegenstorf,Bern,031 764 60 60,"Allgemeine Innere Medizin, Chirurgie, Urologie",Unknown,https://www.google.ch/search?q=Ärztezentrum+Jegenstorf+Jegenstorf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/jegenstorf/er51/arztezentrum-jegenstorf
Ärztezentrum Oberdiessbach,"Krankenhausstrasse 14, 3672 Oberdiessbach",Krankenhausstrasse 14,3672,Oberdiessbach,Bern,031 770 50 00,"Allgemeine Innere Medizin, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Ärztezentrum+Oberdiessbach+Oberdiessbach,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/oberdiessbach/erst/arztezentrum-oberdiessbach
Ärztezentrum Oberhasli,"Spitalstrasse 13, 3860 Rosenlaui",Spitalstrasse 13,3860,Rosenlaui,Bern,033 971 40 75,"Allgemeine Innere Medizin, Pädiatrie, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Verkehrsmedizinische Kontrolluntersuchung STUFE 2, Verkehrsmedizinische Kontrolluntersuchung STUFE 3",Unknown,https://www.google.ch/search?q=Ärztezentrum+Oberhasli+Rosenlaui,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/rosenlaui/erps/arztezentrum-oberhasli
Ärztezentrum Pieterlen,"Konsumweg 8, 2542 Pieterlen",Konsumweg 8,2542,Pieterlen,Bern,032 377 22 00,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Ärztezentrum+Pieterlen+Pieterlen,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/pieterlen/er1q/arztezentrum-pieterlen
Ärztezentrum Praxis1,"Bahnhofplatz 1, 3110 Münsingen",Bahnhofplatz 1,3110,Münsingen,Bern,031 720 33 33,"Allgemeine Innere Medizin, Chirurgie, Hausarztmedizin (Allgemeinmedizin), Pneumologie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",Unknown,https://www.google.ch/search?q=Ärztezentrum+Praxis1+Münsingen,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/munsingen/ervw/arztezentrum-praxis1
"Ärztezentrum Seehof, Mensch & Medizin","Staatsstrasse 16, 3652 Hilterfingen",Staatsstrasse 16,3652,Hilterfingen,Bern,033 244 66 77,Allgemeine Innere Medizin,Unknown,"https://www.google.ch/search?q=Ärztezentrum+Seehof,+Mensch+&+Medizin+Hilterfingen",Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/hilterfingen/esel/arztezentrum-seehof-mensch-medizin
Ärztezentrum Studen,"Schaftenholzweg 10, 2557 Studen",Schaftenholzweg 10,2557,Studen,Bern,032 374 31 31,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Ärztezentrum+Studen+Studen,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/studen/erto/arztezentrum-studen
Ärztezentrum Südbahnhof,"Chutzenstrasse 24, 3007 Bern",Chutzenstrasse 24,3007,Bern,Bern,031 370 01 60,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Ärztezentrum+Südbahnhof+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/er93/arztezentrum-sudbahnhof
Arztpraxis Stattmattehuus,"Adelbodenstrasse 29, 3714 Frutigen",Adelbodenstrasse 29,3714,Frutigen,Bern,033 672 24 24,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Kardiologie, Pädiatrie, Rheumatologie",Unknown,https://www.google.ch/search?q=Arztpraxis+Stattmattehuus+Frutigen,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/frutigen/er6q/arztpraxis-stattmattehuus
Augenärzte Bern Zentrum Marktgasse,"Marktgasse 6, 3011 Bern",Marktgasse 6,3011,Bern,Bern,031 310 10 00,"Augenchirurgie, Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Augencheck | Untersuchung der Sehkraft | Visustest, Chalazion | Hagelkorn, Funduskopie | Ophthalmoskopie | Augenspiegelung | Spaltlampenuntersuchung, Glaukom | Grüner Star, Hordeolum | Gerstenkorn, Katarakt | Grauer Star, Konjunktivitis | Bindehautentzündung, Trockene Augen",Unknown,https://www.google.ch/search?q=Augenärzte+Bern+Zentrum+Marktgasse+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/e72x/augenarzte-bern-zentrum-marktgasse
Augenärzte Zollikofen Zentrum Ziegelei,"Märitgasse 1, 3052 Zollikofen",Märitgasse 1,3052,Zollikofen,Bern,031 911 20 02,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Augencheck | Untersuchung der Sehkraft | Visustest, Chalazion | Hagelkorn, Funduskopie | Ophthalmoskopie | Augenspiegelung | Spaltlampenuntersuchung, Glaukom | Grüner Star, Hordeolum | Gerstenkorn, Katarakt | Grauer Star, Konjunktivitis | Bindehautentzündung, Trockene Augen",Unknown,https://www.google.ch/search?q=Augenärzte+Zollikofen+Zentrum+Ziegelei+Zollikofen,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/zollikofen/e723/augenarzte-zollikofen-zentrum-ziegelei
AugenCentrum Zytglogge,"Zytglogge 1, 3011 Bern",Zytglogge 1,3011,Bern,Bern,031 311 58 33,Augenheilkunde,Unknown,https://www.google.ch/search?q=AugenCentrum+Zytglogge+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/erf6/augencentrum-zytglogge
Augenzentrum Dr. Aus der Au Bern / Centre de l’oeil Dr. Aus der Au Berne,"Sennweg 6, 3012 Bern",Sennweg 6,3012,Bern,Bern,031 302 43 44,"Augenheilkunde, Augencheck | Untersuchung der Sehkraft | Visustest",Unknown,https://www.google.ch/search?q=Augenzentrum+Dr.+Aus+der+Au+Bern+/+Centre+de+l’oeil+Dr.+Aus+der+Au+Berne+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/ebakx/augenzentrum-dr-aus-der-au-bern-centre-de-l-oeil-dr-aus-der-au-berne
Augenzentrum Fankhauser,"Gutenbergstrasse 18, 3011 Bern",Gutenbergstrasse 18,3011,Bern,Bern,031 301 98 80,Augenheilkunde,Unknown,https://www.google.ch/search?q=Augenzentrum+Fankhauser+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/eqwe/augenzentrum-fankhauser
Augenzentrum Spiez,"Thunstrasse 2, 3700 Spiez",Thunstrasse 2,3700,Spiez,Bern,033 655 80 20,Augenheilkunde,Unknown,https://www.google.ch/search?q=Augenzentrum+Spiez+Spiez,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/spiez/erur/augenzentrum-spiez
Bahnhofpraxis Wichtrach,"Bahnhofstrasse 28, 3114 Wichtrach",Bahnhofstrasse 28,3114,Wichtrach,Bern,031 781 22 22,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Bahnhofpraxis+Wichtrach+Wichtrach,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/wichtrach/erw6/bahnhofpraxis-wichtrach
Berner Rheumazentrum,"Viktoriastrasse 72, 3013 Bern",Viktoriastrasse 72,3013,Bern,Bern,031 330 17 77,"Allgemeine Innere Medizin, Physikalische und Rehabilitative Medizin, Rheumatologie",Unknown,https://www.google.ch/search?q=Berner+Rheumazentrum+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/erwe/berner-rheumazentrum
Bern West Med - Dr. Gurtner Med AG,"Mühledorfstrasse 2a, 3018 Bern",Mühledorfstrasse 2a,3018,Bern,Bern,031 990 00 99,"Allgemeine Innere Medizin, Manuelle Medizin, Blutentnahme für Check up | Blutanalyse für Check up, Impfberatung, Kopfschmerzen und Migräne, Professionelle Gehörgangreinigung | Ohrenspülen | Cerumenentfernung, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Verkehrsmedizinische Kontrolluntersuchung STUFE 2, Vorsorgeuntersuchung | Check up",Unknown,https://www.google.ch/search?q=Bern+West+Med+-+Dr.+Gurtner+Med+AG+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/erwb/bern-west-med-dr-gurtner-med-ag
Brustzentrum - Medidonna,"Riedweg 3, 3012 Bern",Riedweg 3,3012,Bern,Bern,031 366 35 30,"Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Brustzentrum+-+Medidonna+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/ervg/brustzentrum-medidonna
Burgpraxis,"Burgstrasse 18, 3600 Thun",Burgstrasse 18,3600,Thun,Bern,033 444 33 44,Pädiatrie,Unknown,https://www.google.ch/search?q=Burgpraxis+Thun,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/thun/ezaw/burgpraxis
Centerpraxis,"Dorfstrasse 4c, 3506 Grosshöchstetten",Dorfstrasse 4c,3506,Grosshöchstetten,Bern,031 710 35 35,"Allgemeine Innere Medizin, Hämatologie, Psychiatrie, Psychotherapie, Radio-Onkologie (Strahlentherapie)",Unknown,https://www.google.ch/search?q=Centerpraxis+Grosshöchstetten,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/grosshochstetten/ert1/centerpraxis
Centre médical Les Lovières,"Chemin des Lovières 2, 2720 Tramelan",Chemin des Lovières 2,2720,Tramelan,Bern,032 487 45 45,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Centre+médical+Les+Lovières+Tramelan,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/tramelan/eru5/centre-medical-les-lovieres
City Notfall Bern,"Schanzenstrasse 4A, 3008 Bern",Schanzenstrasse 4A,3008,Bern,Bern,031 326 20 00,"Allgemeine Innere Medizin, Chirurgie, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=City+Notfall+Bern+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/erri/city-notfall-bern
Crohn-Colitis-Zentrum,"Bremgartenstrasse 119, 3012 Bern",Bremgartenstrasse 119,3012,Bern,Bern,031 302 32 34,"Allgemeine Innere Medizin, Gastroenterologie, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Crohn-Colitis-Zentrum+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/erqz/crohn-colitis-zentrum
Gemeinschaftspraxis Brunnmatt,"Brunnmattstrasse 63, 3007 Bern",Brunnmattstrasse 63,3007,Bern,Bern,031 378 38 38,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Gemeinschaftspraxis+Brunnmatt+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/er27/gemeinschaftspraxis-brunnmatt
Gesundheitszentrum Gerzensee,"Dorfstrasse 12, 3115 Gerzensee",Dorfstrasse 12,3115,Gerzensee,Bern,031 781 35 35,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Gesundheitszentrum+Gerzensee+Gerzensee,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/gerzensee/espo/gesundheitszentrum-gerzensee
Gesundheitszentrum Lütschentäler,"Bodendiehle 1446, 3823 Wengen",Bodendiehle 1446,3823,Wengen,Bern,033 856 28 28,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Gesundheitszentrum+Lütschentäler+Wengen,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/wengen/esd4/gesundheitszentrum-lutschentaler
Gesundheitszentrum Waisenhausplatz,"Waisenhausplatz 22, 3011 Bern",Waisenhausplatz 22,3011,Bern,Bern,031 310 17 87,"Allgemeine Innere Medizin, Homöopathie",Unknown,https://www.google.ch/search?q=Gesundheitszentrum+Waisenhausplatz+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/esiv/gesundheitszentrum-waisenhausplatz
Gruppenpraxis Dr. Gisler / Dr. Masoumi-Grazianski / Dr. Nagel,"Burgstrasse 18, 3600 Thun",Burgstrasse 18,3600,Thun,Bern,033 222 62 88,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Gruppenpraxis+Dr.+Gisler+/+Dr.+Masoumi-Grazianski+/+Dr.+Nagel+Thun,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/thun/ey7r/gruppenpraxis-dr-gisler-dr-masoumi-grazianski-dr-nagel
HasliPraxis,"St. Urbanstrasse 40, 4900 Langenthal",St. Urbanstrasse 40,4900,Langenthal,Bern,062 916 46 00,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Nephrologie",Unknown,https://www.google.ch/search?q=HasliPraxis+Langenthal,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/langenthal/erpm/haslipraxis
Hausärztezentrum Heimberg,"Auweg 73, 3627 Heimberg",Auweg 73,3627,Heimberg,Bern,033 343 82 00,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Hausärztezentrum+Heimberg+Heimberg,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/heimberg/ersi/hausarztezentrum-heimberg
HausärzteZentrum Orpund,"Hauptstrasse 201, 2552 Orpund",Hauptstrasse 201,2552,Orpund,Bern,032 355 23 30,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=HausärzteZentrum+Orpund+Orpund,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/orpund/er04/hausarztezentrum-orpund
Hausarztpraxis Huttwil,"Schultheissenstrasse 10, 4950 Huttwil",Schultheissenstrasse 10,4950,Huttwil,Bern,062 962 18 66,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Hausarztpraxis+Huttwil+Huttwil,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/huttwil/erwp/hausarztpraxis-huttwil
IPP Institut für Psychiatrie und,"Waisenhausplatz 25, 3011 Bern",Waisenhausplatz 25,3011,Bern,Bern,031 388 62 62,"Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=IPP+Institut+für+Psychiatrie+und+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/ervu/ipp-institut-fur-psychiatrie-und
Kardiologie Innenstadt,"Bubenbergplatz 8, 3011 Bern",Bubenbergplatz 8,3011,Bern,Bern,031 311 21 10,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie, Kardiologie, Nephrologie",Unknown,https://www.google.ch/search?q=Kardiologie+Innenstadt+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/erxa/kardiologie-innenstadt
Kardiologische Gemeinschaftspraxis,"Schänzlistrasse 33, 3013 Bern",Schänzlistrasse 33,3013,Bern,Bern,031 335 46 46,"Allgemeine Innere Medizin, Kardiologie",Unknown,https://www.google.ch/search?q=Kardiologische+Gemeinschaftspraxis+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/er4x/kardiologische-gemeinschaftspraxis
"KurWerk, Medizinisches Zentrum","Poststrasse 9, 3400 Burgdorf",Poststrasse 9,3400,Burgdorf,Bern,034 427 05 05,"Allgemeine Innere Medizin, Chiropraktik, Hausarztmedizin (Allgemeinmedizin), Kinder- und Jugendpsychiatrie, Orthopädische Chirurgie, Psychiatrie, Psychotherapie, Pädiatrie",Unknown,"https://www.google.ch/search?q=KurWerk,+Medizinisches+Zentrum+Burgdorf",Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/burgdorf/en5y/kurwerk-medizinisches-zentrum
Localmed Ärztezentrum Bern,"Schanzenstrasse 4A, 3008 Bern",Schanzenstrasse 4A,3008,Bern,Bern,031 326 30 05,"Allgemeine Innere Medizin, Augenheilkunde, Dermatologie und Venerologie, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Infektiologie, Tropen- und Reisemedizin",Unknown,https://www.google.ch/search?q=Localmed+Ärztezentrum+Bern+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/erq3/localmed-arztezentrum-bern
Localmed Ärztezentrum Köniz,"Stapfenstrasse 7, 3098 Köniz",Stapfenstrasse 7,3098,Köniz,Bern,031 326 30 10,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Localmed+Ärztezentrum+Köniz+Köniz,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/koniz/erwh/localmed-arztezentrum-koniz
Localmed Biel/Bienne,"Bahnhofplatz 2C, 2502 Biel",Bahnhofplatz 2C,2502,Biel,Bern,032 329 55 00,"Allgemeine Innere Medizin, Chirurgie, Hausarztmedizin (Allgemeinmedizin), Neurologie, Rheumatologie",Unknown,https://www.google.ch/search?q=Localmed+Biel/Bienne+Biel,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/biel/er59/localmed-biel-bienne
Magendarm Zentrum Fellergut + Dr. med. Linder Katharina - Ärztezentrum Fellergut,"Mühledorfstrasse 1, 3018 Bern",Mühledorfstrasse 1,3018,Bern,Bern,031 991 68 68,"Allgemeine Innere Medizin, Chirurgie, Gastroenterologie",Unknown,https://www.google.ch/search?q=Magendarm+Zentrum+Fellergut+++Dr.+med.+Linder+Katharina+-+Ärztezentrum+Fellergut+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/er1t/magendarm-zentrum-fellergut-dr-med-linder-katharina-arztezentrum-fellergut
Medbase Bern Bahnhof,"Parkterrasse 10, 3012 Bern",Parkterrasse 10,3012,Bern,Bern,031 335 50 00,"Allgemeine Innere Medizin, Angiologie, Dermatologie und Venerologie, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Klassische Massage, Pädiatrie, Traditionelle Chinesische Medizin (TCM)",Unknown,https://www.google.ch/search?q=Medbase+Bern+Bahnhof+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/e3kt/medbase-bern-bahnhof
Medbase Bern Westside,"Ramuzstrasse 18, 3027 Bern",Ramuzstrasse 18,3027,Bern,Bern,031 990 00 60,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Klassische Massage, Medizinische Massage, Physiotherapie, Traditionelle Chinesische Medizin (TCM)",Unknown,https://www.google.ch/search?q=Medbase+Bern+Westside+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/er02/medbase-bern-westside
Medbase Bern Zentrum,"Schwanengasse 10, 3011 Bern",Schwanengasse 10,3011,Bern,Bern,031 326 55 55,"Chiropraktik, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Medizinische Massage, Physiotherapie, Sportmedizin",Unknown,https://www.google.ch/search?q=Medbase+Bern+Zentrum+Bern,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bern/erwo/medbase-bern-zentrum
Medbase Thun Panorama-Center,"Weststrasse 14, 3604 Thun",Weststrasse 14,3604,Thun,Bern,033 225 23 00,Physiotherapie,Unknown,https://www.google.ch/search?q=Medbase+Thun+Panorama-Center+Thun,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/thun/ertp/medbase-thun-panorama-center
MEDICENTRE MOUTIER,"Rue Centrale 3, 2740 Moutier",Rue Centrale 3,2740,Moutier,Bern,032 494 10 10,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=MEDICENTRE+MOUTIER+Moutier,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/moutier/erqk/medicentre-moutier
MediSpine WirbelsäulenZentrum Biel-Seeland,"Oberer Quai 20, 2503 Biel",Oberer Quai 20,2503,Biel,Bern,032 322 08 87,"Neurochirurgie, Orthopädische Chirurgie, Schmerztherapie, Wirbelsäulenchirurgie",Unknown,https://www.google.ch/search?q=MediSpine+WirbelsäulenZentrum+Biel-Seeland+Biel,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/biel/e36s/medispine-wirbelsaulenzentrum-biel-seeland
MediZentrum Lyss,"Busswilstrasse 6, 3250 Lyss",Busswilstrasse 6,3250,Lyss,Bern,032 387 07 07,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=MediZentrum+Lyss+Lyss,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/lyss/er6i/medizentrum-lyss
Medizentrum Schüpfen,"Dorfstrasse 1, 3054 Schüpfen",Dorfstrasse 1,3054,Schüpfen,Bern,031 879 50 00,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Medizentrum+Schüpfen+Schüpfen,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/schupfen/ertu/medizentrum-schupfen
Medizinisches Zentrum Biel,"Unionsgasse 14, 2502 Biel",Unionsgasse 14,2502,Biel,Bern,032 344 46 66,"Allgemeine Innere Medizin, Chirurgie, Gynäkologie und Geburtshilfe, Handchirurgie, Hausarztmedizin (Allgemeinmedizin), Kinder- und Jugendpsychiatrie, Orthopädische Chirurgie, Physikalische und Rehabilitative Medizin, Pädiatrie",Unknown,https://www.google.ch/search?q=Medizinisches+Zentrum+Biel+Biel,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/biel/errc/medizinisches-zentrum-biel
