name,address,street,postal_code,city,canton,type,url
Cabinet Montriond,"Avenue Édouard Dapples 54, 1006 Lausanne",Avenue Édouard Dapples 54,1006,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/ebau7/cabinet-montriond
Cabinet ORL Haury & Gagnebin,"Avenue de Rumine 9, 1005 Lausanne",Avenue de Rumine 9,1005,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/eb42/cabinet-orl-haury-gagnebin
Cabinet O'Tour de l'enfant,"Chemin de l'Etraz 20, 1350 Orbe",Chemin de l'Etraz 20,1350,Orbe,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/orbe/evq6/cabinet-o-tour-de-l-enfant
Cabinet Podosanté,"Rue Caroline 2, 1003 Lausanne",Rue Caroline 2,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/ebbhv/cabinet-podosante
Cabinet Therapsys,"Rue de Bourg 30, 1003 Lausanne",Rue de Bourg 30,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/evx7/cabinet-therapsys
Cabinet Waldburger,"Rue de Lausanne 29, 1800 Vevey",Rue de Lausanne 29,1800,Vevey,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/vevey/e09w/cabinet-waldburger
CEDDECC - Centre dermatologique et dermato-chirurgical des Croisettes,"Route de la Corniche 1, 1066 Epalinges",Route de la Corniche 1,1066,Epalinges,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/epalinges/e1f1/ceddecc-centre-dermatologique-et-dermato-chirurgical-des-croisettes
Centre Cardiovasculaire du Grand-Chêne,"Rue du Grand-Chêne 8, 1003 Lausanne",Rue du Grand-Chêne 8,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/evtg/centre-cardiovasculaire-du-grand-chene
Centre cardiovasculaire Vevey,"Rue de la Clergère 1, 1800 Vevey",Rue de la Clergère 1,1800,Vevey,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/vevey/evtn/centre-cardiovasculaire-vevey
Centre de bien-être ADAGIO Nyon,"Ruelle du Forum 2, 1260 Nyon",Ruelle du Forum 2,1260,Nyon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/nyon/e9ju/centre-de-bien-etre-adagio-nyon
Centre de Chimiothérapie Anti-Cancéreuse CCAC SA,"Avenue Alexandre-Vinet 19B, 1004 Lausanne",Avenue Alexandre-Vinet 19B,1004,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/ey5/centre-de-chimiotherapie-anti-cancereuse-ccac-sa
Centre de consultations spécialisées,"Avenue de Bussy 6, 1510 Moudon",Avenue de Bussy 6,1510,Moudon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/moudon/evoh/centre-de-consultations-specialisees
Centre de dermatochirurgie et esthétique,"Rue de Lausanne 15, 1800 Vevey",Rue de Lausanne 15,1800,Vevey,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/vevey/eb1j/centre-de-dermatochirurgie-et-esthetique
Centre de dialyses Le Galicien,"Route de Renens 24, 1008 Prilly",Route de Renens 24,1008,Prilly,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/prilly/evup/centre-de-dialyses-le-galicien
Centre de Gastroentérologie Beaulieu,"Avenue Jomini 8, 1004 Lausanne",Avenue Jomini 8,1004,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/esz3/centre-de-gastroenterologie-beaulieu
Centre de la Douleur Riviera,"Rue des Deux-Marchés 28, 1800 Vevey",Rue des Deux-Marchés 28,1800,Vevey,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/vevey/ev2z/centre-de-la-douleur-riviera
Centre de Podologie Villamont,"Avenue Villamont 17, 1005 Lausanne",Avenue Villamont 17,1005,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/e592/centre-de-podologie-villamont
Centre de psychiatrie et psychothérapie,"Chemin de la Plantaz 9, 1033 Cheseaux-sur-Lausanne",Chemin de la Plantaz 9,1033,Cheseaux-sur-Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/cheseaux-sur-lausanne/ev0y/centre-de-psychiatrie-et-psychotherapie
Centre d'Imagerie Médicale du Chablais,"Chemin de la Biole 5, 1860 Aigle",Chemin de la Biole 5,1860,Aigle,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/aigle/evxk/centre-d-imagerie-medicale-du-chablais
Centre d'Ostéopathie Haller,"Route des Granges Saint-Martin 3, 1350 Orbe",Route des Granges Saint-Martin 3,1350,Orbe,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/orbe/e8vs/centre-d-osteopathie-haller
Centre du sommeil de Florimont,"Avenue de Florimont 2, 1006 Lausanne",Avenue de Florimont 2,1006,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/ev0o/centre-du-sommeil-de-florimont
Centre Lémanique d'Urologie SA,"Chemin de Pré-Fleuri 6, 1006 Lausanne",Chemin de Pré-Fleuri 6,1006,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/eczk/centre-lemanique-d-urologie-sa
Centre Longeraie,"Avenue d'Ouchy 39, 1006 Lausanne",Avenue d'Ouchy 39,1006,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/evjc/centre-longeraie
Centre Marterey Ostéopathie et Physiothérapie (MOP),"Rue Marterey 5, 1005 Lausanne",Rue Marterey 5,1005,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/eba7s/centre-marterey-osteopathie-et-physiotherapie-mop
CENTRE MEDICAL INTERNATIONAL de VILLARS (Chesières),"Avenue Centrale 104, 1885 Chesières",Avenue Centrale 104,1885,Chesières,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/chesieres/e402/centre-medical-international-de-villars-chesieres
Centre médico-chirurgical du Valentin,"Rue du Valentin 32, 1004 Lausanne",Rue du Valentin 32,1004,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/evuf/centre-medico-chirurgical-du-valentin
Centre ophtalmologique de Lavaux (CODL),"Chemin de Courseboux 7, 1096 Bourg-en-Lavaux",Chemin de Courseboux 7,1096,Bourg-en-Lavaux,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bourg-en-lavaux/e6b5/centre-ophtalmologique-de-lavaux-codl
Centre St-Roch,"Rue du Nord 1, 1400 Yverdon-les-Bains",Rue du Nord 1,1400,Yverdon-les-Bains,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/yverdon-les-bains/evpk/centre-st-roch
Centre Thérapeutique et Bien-être St-Cergue,"Route de Basse Ruche 3, 1264 Saint-Cergue",Route de Basse Ruche 3,1264,Saint-Cergue,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/saint-cergue/e9gj/centre-therapeutique-et-bien-etre-st-cergue
Clinic Lémanique de Dermatologie,"Avenue de la Gare 2, 1003 Lausanne",Avenue de la Gare 2,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/ecit/clinic-lemanique-de-dermatologie
Clinique Bois-Bougy - Service Physiothérapie,"Avenue de Bois-Bougy 6, 1260 Nyon",Avenue de Bois-Bougy 6,1260,Nyon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/nyon/e9bf/clinique-bois-bougy-service-physiotherapie
Clinique Matignon Lausanne,"Chemin de Beau-Rivage 18, 1006 Lausanne",Chemin de Beau-Rivage 18,1006,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/ebbj6/clinique-matignon-lausanne
Clinique Matignon Nyon,"Chemin de precossy 11, 1260 Nyon",Chemin de precossy 11,1260,Nyon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/nyon/ebbkb/clinique-matignon-nyon
Clinique Matignon Vevey,"Rue des Moulins 4, 1800 Vevey",Rue des Moulins 4,1800,Vevey,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/vevey/ebbkd/clinique-matignon-vevey
Clinique Matignon Yverdon,"Avenue des Découvertes 3, 1400 Yverdon-les-Bains",Avenue des Découvertes 3,1400,Yverdon-les-Bains,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/yverdon-les-bains/ebbke/clinique-matignon-yverdon
Clinique Médico-Chirurgicale Nyon,"Rue de la Morâche 9, 1260 Nyon",Rue de la Morâche 9,1260,Nyon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/nyon/e8xr/clinique-medico-chirurgicale-nyon
Clinique Mont Blanc,"Ruelle des Moulins 17, 1260 Nyon",Ruelle des Moulins 17,1260,Nyon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/nyon/ev12/clinique-mont-blanc
Clinique Suisse Montreux,"Grand-Rue 3, 1820 Montreux",Grand-Rue 3,1820,Montreux,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/montreux/evpp/clinique-suisse-montreux
CMT Lausanne,"Route de Renens 24, 1008 Prilly",Route de Renens 24,1008,Prilly,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/prilly/eba0y/cmt-lausanne
Consultation de pédopsychiatrie,"Route de la Vallée 9, 1180 Rolle",Route de la Vallée 9,1180,Rolle,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/rolle/evjj/consultation-de-pedopsychiatrie
Consultation Sévelin - Cabinet de Angela Schmid,"Avenue de Sévelin 4B, 1007 Lausanne",Avenue de Sévelin 4B,1007,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/e60s/consultation-sevelin-cabinet-de-angela-schmid
Consultations spécialisées de,"Rue des Remparts 19, 1400 Yverdon-les-Bains",Rue des Remparts 19,1400,Yverdon-les-Bains,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/yverdon-les-bains/echf/consultations-specialisees-de
CPPY - Centre de psychiatrie,"Route de Lausanne 15, 1400 Yverdon-les-Bains",Route de Lausanne 15,1400,Yverdon-les-Bains,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/yverdon-les-bains/evt3/cppy-centre-de-psychiatrie
D’un monde à l’autre - Cabinet de groupe,"Rue du Petit-Chêne 20, 1003 Lausanne",Rue du Petit-Chêne 20,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/evis/d-un-monde-a-l-autre-cabinet-de-groupe
ENTOURAGE,"Avenue de la Gare 39a, 1003 Lausanne",Avenue de la Gare 39a,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/evxn/entourage
Epionix Radiologie,"En Chamard 55d, 1442 Montagny-près-Yverdon",En Chamard 55d,1442,Montagny-près-Yverdon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/montagny-pres-yverdon/efqo/epionix-radiologie
Espace7 - Podologie,"Rue de Cossonay 7, 1023 Crissier",Rue de Cossonay 7,1023,Crissier,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/crissier/e6cf/espace7-podologie
Espace HOGAN,"Grand-Rue 86, 1820 Montreux",Grand-Rue 86,1820,Montreux,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/montreux/eui/espace-hogan
Etablissements Hospitaliers Du Nord Vaudois,"Rue d'Entremonts 11, 1400 Yverdon-les-Bains",Rue d'Entremonts 11,1400,Yverdon-les-Bains,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/yverdon-les-bains/e764/etablissements-hospitaliers-du-nord-vaudois
Genesis - Nutrition & Santé,"Chemin Aimé-Steinlen 10, 1004 Lausanne",Chemin Aimé-Steinlen 10,1004,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/e808/genesis-nutrition-sante
Global Plastic & Reconstructive Surgery,"Avenue Jomini 8, 1004 Lausanne",Avenue Jomini 8,1004,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/ev3z/global-plastic-reconstructive-surgery
Groupe Médical d'Orbe,"Place du Marché 6, 1350 Orbe",Place du Marché 6,1350,Orbe,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/orbe/eb08/groupe-medical-d-orbe
Groupement médical de Villeneuve,"Grand'Rue 1, 1844 Villeneuve VD",Grand'Rue 1,1844,Villeneuve VD,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/villeneuve/evxx/groupement-medical-de-villeneuve
"ilanga, centre médical - gynécologie et pédiatrie","En Chamard 55d, 1442 Montagny-près-Yverdon",En Chamard 55d,1442,Montagny-près-Yverdon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/montagny-pres-yverdon/evmk/ilanga-centre-medical-gynecologie-et-pediatrie
Inst. de médecine esthétique et anti-age,"Place des Perrières 3b, 1296 Coppet",Place des Perrières 3b,1296,Coppet,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/coppet/ecla/inst-de-medecine-esthetique-et-anti-age
Institut de Médecine intégrative,"Chemin de precossy 31, 1260 Nyon",Chemin de precossy 31,1260,Nyon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/nyon/evu5/institut-de-medecine-integrative
Institut Suisse de la douleur SA,"Avenue de Savoie 10, 1003 Lausanne",Avenue de Savoie 10,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/ebyj/institut-suisse-de-la-douleur-sa
L'Ambulatoire - Cabinet de Médecine Chiropratique,"Route du Stand 64, 1260 Nyon",Route du Stand 64,1260,Nyon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/nyon/evsq/l-ambulatoire-cabinet-de-medecine-chiropratique
La passerelle – Cabinet d’ergothérapie,"Rue Farel 9, 1860 Aigle",Rue Farel 9,1860,Aigle,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/aigle/e7be/la-passerelle-cabinet-d-ergotherapie
Lausanne - Cabinet Dr Christine Besse Hayat,"Avenue Mon-Repos 14, 1005 Lausanne",Avenue Mon-Repos 14,1005,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/eb36/lausanne-cabinet-dr-christine-besse-hayat
Lavey Médical,"Route des Bains 50, 1892 Lavey-les-Bains",Route des Bains 50,1892,Lavey-les-Bains,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lavey-les-bains/evq2/lavey-medical
Les-Psys.ch,"Route de la Vallée 7, 1180 Rolle",Route de la Vallée 7,1180,Rolle,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/rolle/ebbfq/les-psys-ch
LEYSIN MED - Cabinet Médical de Miremont,"Avenue Rollier 21, 1854 Leysin",Avenue Rollier 21,1854,Leysin,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/leysin/evrt/leysin-med-cabinet-medical-de-miremont
Médecine de la Femme Lausanne,"Avenue Louis-Ruchonnet 38, 1003 Lausanne",Avenue Louis-Ruchonnet 38,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/evk9/medecine-de-la-femme-lausanne
Médecins du Léman,"Route du Simplon 21, 1845 Noville",Route du Simplon 21,1845,Noville,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/noville/ev2l/medecins-du-leman
Medicavo,"Rue du Levant 7-9, 1373 Chavornay",Rue du Levant 7-9,1373,Chavornay,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/chavornay/evl9/medicavo
MEDICIT-Y - OSTEO,"Avenue des Découvertes 3, 1400 Yverdon-les-Bains",Avenue des Découvertes 3,1400,Yverdon-les-Bains,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/yverdon-les-bains/e2me/medicit-y-osteo
Medionco SA,"Avenue Alexandre-Vinet 28, 1004 Lausanne",Avenue Alexandre-Vinet 28,1004,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/ebvx/medionco-sa
Nature & Sens,"Chemin de Rosset 2, 1071 Chexbres",Chemin de Rosset 2,1071,Chexbres,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/chexbres/ebajd/nature-sens
"Neurocentre, Centre du dos","Avenue de Savoie 10, 1003 Lausanne",Avenue de Savoie 10,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/eboj/neurocentre-centre-du-dos
Neuro-La-Côte,"Route de Cité-Ouest 2, 1196 Gland",Route de Cité-Ouest 2,1196,Gland,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/gland/evxi/neuro-la-cote
Novapsy,"Avenue du Tribunal-Fédéral 2, 1003 Lausanne",Avenue du Tribunal-Fédéral 2,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/ebbjl/novapsy
Ophtalmologie Rolle - Dr Haffane,"Grand-Rue 78, 1180 Rolle",Grand-Rue 78,1180,Rolle,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/rolle/ebauf/ophtalmologie-rolle-dr-haffane
Ophtaregard SA,"Avenue de Montchoisi 15, 1006 Lausanne",Avenue de Montchoisi 15,1006,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/ecvc/ophtaregard-sa
Pédiatre cabinet Lutrymed,"Rue des Remparts 4, 1095 Lutry",Rue des Remparts 4,1095,Lutry,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lutry/evnq/pediatre-cabinet-lutrymed
Pédiatrie Aigle SA,"Place du Centenaire 3, 1860 Aigle",Place du Centenaire 3,1860,Aigle,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/aigle/ecsm/pediatrie-aigle-sa
Pédiatrie Flumeaux 1,"Route des Flumeaux 1, 1008 Prilly",Route des Flumeaux 1,1008,Prilly,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/prilly/evmi/pediatrie-flumeaux-1
Physio Elite La Sarraz,"Rue du Chêne 16, 1315 La Sarraz",Rue du Chêne 16,1315,La Sarraz,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/la-sarraz/e9l3/physio-elite-la-sarraz
Physio-Mob au cabinet,"Route Suisse 4, 1163 Etoy",Route Suisse 4,1163,Etoy,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/etoy/e9cm/physio-mob-au-cabinet
PHYSIO Mont-Blanc,"Avenue du Mont-Blanc 24a, 1196 Gland",Avenue du Mont-Blanc 24a,1196,Gland,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/gland/e908/physio-mont-blanc
Physio-Ostéo Plus Chailly - Cabinet interdisciplinaire,"Chemin de Rovéréaz 5, 1012 Lausanne",Chemin de Rovéréaz 5,1012,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/e922/physio-osteo-plus-chailly-cabinet-interdisciplinaire
PhysioWay Sàrl,"Chemin des Vignes 14, 1027 Lonay",Chemin des Vignes 14,1027,Lonay,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lonay/ebbvj/physioway-sarl
Pneumologie de Grancy,"Boulevard de Grancy 7, 1006 Lausanne",Boulevard de Grancy 7,1006,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/evwp/pneumologie-de-grancy
Podologie Riviera,"Route des Deux-Villages 32, 1806 Blonay - Saint-Légier",Route des Deux-Villages 32,1806,Blonay - Saint-Légier,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/blonay-saint-legier/ebbgp/podologie-riviera
Policlinique de la Venoge,"Praz-Gérémoz 9, 1305 Penthalaz",Praz-Gérémoz 9,1305,Penthalaz,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/penthalaz/evm6/policlinique-de-la-venoge
Préverenges (dans le centre physio du Léman),"Route d'Yverdon 4, 1028 Préverenges",Route d'Yverdon 4,1028,Préverenges,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/preverenges/e316/preverenges-dans-le-centre-physio-du-leman
PROFA,"Avenue Georgette 1, 1003 Lausanne",Avenue Georgette 1,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/evmm/profa
Profa,"Rue de Lausanne 21, 1020 Renens",Rue de Lausanne 21,1020,Renens,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/renens/evlt/profa
PROFA consultation de santé sexuelle,"Rue des Marchandises 17, 1260 Nyon",Rue des Marchandises 17,1260,Nyon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/nyon/evol/profa-consultation-de-sante-sexuelle
Psy & Co Lausanne,"Rue Saint-Martin 2, 1003 Lausanne",Rue Saint-Martin 2,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/e9z2/psy-co-lausanne
Psy & Co Nyon,"Chemin de Chantegrive 18, 1260 Nyon",Chemin de Chantegrive 18,1260,Nyon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/nyon/e90r/psy-co-nyon
Raison d'Hetre,"Route de Gland 5, 1268 Begnins",Route de Gland 5,1268,Begnins,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/begnins/e9it/raison-d-hetre
Regeneratium,"Route de la Vallée 7, 1180 Rolle",Route de la Vallée 7,1180,Rolle,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/rolle/e70p/regeneratium
Renens OrthoConsult,"Avenue de l'Église-Catholique 5, 1020 Renens",Avenue de l'Église-Catholique 5,1020,Renens,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/renens/eqcw/renens-orthoconsult
Réseau Santé Nord Broye,"En Chamard 55 A, 1442 Montagny-près-Yverdon",En Chamard 55 A,1442,Montagny-près-Yverdon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/montagny-pres-yverdon/evuh/reseau-sante-nord-broye
RétinElysée,"Avenue d'Ouchy 14, 1006 Lausanne",Avenue d'Ouchy 14,1006,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/evj0/retinelysee
Sana Mente Etoy,"Route Suisse 8A, 1163 Etoy",Route Suisse 8A,1163,Etoy,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/etoy/ebbum/sana-mente-etoy
Sana Mente Nyon,"Route de Crassier 7, 1262 Nyon",Route de Crassier 7,1262,Nyon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/nyon/ebbul/sana-mente-nyon
Sinomedica,"Place Saint-François 5, 1003 Lausanne",Place Saint-François 5,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/evn9/sinomedica
Sinomedica Lausanne,"Place Saint-François 5, 1003 Lausanne",Place Saint-François 5,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/e6xw/sinomedica-lausanne
Sinoswiss Centre MTC Lausanne,"Rue du Grand-Pont 12, 1003 Lausanne",Rue du Grand-Pont 12,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/ebbtj/sinoswiss-centre-mtc-lausanne
Swiss Digestive Surgery Avenue Vinet 28 Lausanne,"Avenue Vinet 28, 1004 Lausanne",Avenue Vinet 28,1004,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/evyn/swiss-digestive-surgery-avenue-vinet-28-lausanne
The Beauty Suite by Laclinic Montreux,"Rue du Lion-d'Or 4, 1003 Lausanne",Rue du Lion-d'Or 4,1003,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/ev11/the-beauty-suite-by-laclinic-montreux
Urolife Avenue Bergières 2 Lausanne,"Avenue Bergières 2, 1004 Lausanne",Avenue Bergières 2,1004,Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lausanne/evxm/urolife-avenue-bergieres-2-lausanne
Vision Future Suisse,"Avenue Alfred Cortot 12, 1260 Nyon",Avenue Alfred Cortot 12,1260,Nyon,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/nyon/evti/vision-future-suisse
Well Studio,"Chemin du Pré Jaquet 2A, 1032 Romanel-sur-Lausanne",Chemin du Pré Jaquet 2A,1032,Romanel-sur-Lausanne,Waadt,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/romanel-sur-lausanne/ebbv0/well-studio
Annexe Clinique de Carouge,"Rue de la Fontenette 29-31, 1227 Carouge",Rue de la Fontenette 29-31,1227,Carouge,Genf,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/carouge/e8jl/annexe-clinique-de-carouge
ArthroSport Genève,"Avenue Cardinal-Mermillod 36, 1227 Carouge",Avenue Cardinal-Mermillod 36,1227,Carouge,Genf,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/carouge/ekq/arthrosport-geneve
ASLAN Medical,"Rue de la Croix d'or 7, 1204 Genf",Rue de la Croix d'or 7,1204,Genf,Genf,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/genf/es6g/aslan-medical
Beauty-Service Cologny,"Chemin de la Fraidieu 10, 1223 Cologny",Chemin de la Fraidieu 10,1223,Cologny,Genf,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/cologny/es60/beauty-service-cologny
Bioclub SA,"Avenue de Châtelaine 69, 1219 Vernier",Avenue de Châtelaine 69,1219,Vernier,Genf,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/vernier/ep5y/bioclub-sa
Boddhi Clinic,"Place de Chambésy 2, 1292 Chambésy",Place de Chambésy 2,1292,Chambésy,Genf,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/chambesy/e41z/boddhi-clinic
Cabinet Bezzola,"Rue du Rhône 57, 1204 Genf",Rue du Rhône 57,1204,Genf,Genf,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/genf/ey8/cabinet-bezzola
Cabinet de cardiologie,"Avenue Jacob-Daniel Maillard 1bis, 1217 Meyrin",Avenue Jacob-Daniel Maillard 1bis,1217,Meyrin,Genf,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/meyrin/eli/cabinet-de-cardiologie
