name,address,street,postal_code,city,canton,phone_number,professions,url,official_website,Zuweisung,Keywords,google_search_url
Cabinet Dr. Gygi Christian,"Avenue Jomini 8, 1004 Lausanne",Avenue Jomini 8,1004,Lausanne,Waadt,021 646 14 17,Urologie,https://www.onedoc.ch/de/medizinische-praxis/lausanne/eb3w/cabinet-dr-gygi-christian,https://www.hirslanden.ch/en/corporate/doctors/7/docteur-christian-gygi.html,0,,https://www.google.ch/search?q=Cabinet+Dr.+Gygi+Christian+Lausanne
Cabinet Dr. Hack Michel,"Chemin de la Cassinette 22, 1018 Lausanne",Chemin de la Cassinette 22,1018,Lausanne,Waadt,021 646 37 30,"Allgemeine Innere Medizin, Arbeitsmedizin",https://www.onedoc.ch/de/medizinische-praxis/lausanne/eb66/cabinet-dr-hack-michel,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hack+Michel+Lausanne
Cabinet Dr. Hadj-Djilani M'hammed,"Chemin de la Butte 16, 1066 Epalinges",Chemin de la Butte 16,1066,Epalinges,Waadt,021 616 66 20,Neurochirurgie,https://www.onedoc.ch/de/medizinische-praxis/epalinges/ev0p/cabinet-dr-hadj-djilani-m-hammed,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hadj-Djilani+M'hammed+Epalinges
Cabinet Dr. Haefliger Thomas,"Rue du Panorama 12, 1800 Vevey",Rue du Panorama 12,1800,Vevey,Waadt,021 922 48 73,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/vevey/ecd7/cabinet-dr-haefliger-thomas,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Haefliger+Thomas+Vevey
Cabinet Dr. Hafen Gaudenz,"Avenue de Rumine 27, 1005 Lausanne",Avenue de Rumine 27,1005,Lausanne,Waadt,021 311 28 25,Pädiatrie,https://www.onedoc.ch/de/medizinische-praxis/lausanne/ev0q/cabinet-dr-hafen-gaudenz,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hafen+Gaudenz+Lausanne
Cabinet Dr. Hagmann Michaël,"Chemin Pré-de-la-Tour 12, 1009 Pully",Chemin Pré-de-la-Tour 12,1009,Pully,Waadt,021 729 94 14,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/pully/eb7d/cabinet-dr-hagmann-michael,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hagmann+Michaël+Pully
Cabinet Dr. Hagmann Nicolas,"Chemin Neuf 4, 1163 Etoy",Chemin Neuf 4,1163,Etoy,Waadt,021 808 74 97,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/etoy/ecks/cabinet-dr-hagmann-nicolas,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hagmann+Nicolas+Etoy
Cabinet Dr. Hagmann-Straubhaar Myriam,"Chemin des Ormeaux 10, 1066 Epalinges",Chemin des Ormeaux 10,1066,Epalinges,Waadt,021 652 37 37,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/epalinges/ecxb/cabinet-dr-hagmann-straubhaar-myriam,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hagmann-Straubhaar+Myriam+Epalinges
Cabinet Dr. Halle-Petrone Maria,"Avenue Perdtemps 19, 1260 Nyon",Avenue Perdtemps 19,1260,Nyon,Waadt,022 362 55 12,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/nyon/ecbu/cabinet-dr-halle-petrone-maria,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Halle-Petrone+Maria+Nyon
Cabinet Dr. Hamadene Samia,"Avenue de la Gare 6, 1003 Lausanne",Avenue de la Gare 6,1003,Lausanne,Waadt,021 312 74 40,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/lausanne/echm/cabinet-dr-hamadene-samia,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hamadene+Samia+Lausanne
Cabinet Dr. Hamel John-John,"Grand-Rue 62, 1820 Montreux",Grand-Rue 62,1820,Montreux,Waadt,021 963 56 33,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/montreux/eb41/cabinet-dr-hamel-john-john,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hamel+John-John+Montreux
Cabinet Dr. Hansali Violaine,"Chemin du Mont-Blanc 28, 1170 Aubonne",Chemin du Mont-Blanc 28,1170,Aubonne,Waadt,021 808 62 62,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/aubonne/evnf/cabinet-dr-hansali-violaine,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hansali+Violaine+Aubonne
Cabinet Dr. Harel Marek,"Route d'Oron 2, 1010 Lausanne",Route d'Oron 2,1010,Lausanne,Waadt,021 653 41 41,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/lausanne/ecap/cabinet-dr-harel-marek,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Harel+Marek+Lausanne
Cabinet Dr. Hausborg Susanne,"Chemin de la Charrettaz 12, 1094 Paudex",Chemin de la Charrettaz 12,1094,Paudex,Waadt,021 728 17 56,"Kinder- und Jugendpsychiatrie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/paudex/e0lj/cabinet-dr-hausborg-susanne,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hausborg+Susanne+Paudex
Cabinet Dr. Hédiguer Serge-Emmanuel,"Place Bel-Air 1, 1003 Lausanne",Place Bel-Air 1,1003,Lausanne,Waadt,021 626 50 50,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/lausanne/ev0t/cabinet-dr-hediguer-serge-emmanuel,https://www.swiss-ophta.ch/,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hédiguer+Serge-Emmanuel+Lausanne
Cabinet Dr. Hedjal Ahmed,"Rue de Bourg 49, 1003 Lausanne",Rue de Bourg 49,1003,Lausanne,Waadt,021 311 13 25,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/lausanne/eb1t/cabinet-dr-hedjal-ahmed,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hedjal+Ahmed+Lausanne
Cabinet Dr. Heggerickx Isabelle,"Rue du Borgeaud 18, 1196 Gland",Rue du Borgeaud 18,1196,Gland,Waadt,022 364 61 65,"Kinder- und Jugendpsychiatrie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/gland/eb5i/cabinet-dr-heggerickx-isabelle,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Heggerickx+Isabelle+Gland
Cabinet Dr. Hegi Pascale,"Place du Marché 2, 1040 Echallens",Place du Marché 2,1040,Echallens,Waadt,021 881 26 56,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/echallens/evni/cabinet-dr-hegi-pascale,https://psyechallens.ch/,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hegi+Pascale+Echallens
Cabinet Dr. Henny Christophe,"Avenue des Bergières 2, 1004 Lausanne",Avenue des Bergières 2,1004,Lausanne,Waadt,021 648 02 07,Neurologie,https://www.onedoc.ch/de/medizinische-praxis/lausanne/eb2v/cabinet-dr-henny-christophe,https://www.docteur-henny-neurologue.ch/,0,,https://www.google.ch/search?q=Cabinet+Dr.+Henny+Christophe+Lausanne
Cabinet Dr. Henry Lionel,"Avenue de la Gare 17, 1003 Lausanne",Avenue de la Gare 17,1003,Lausanne,Waadt,021 312 86 66,Chiropraktik,https://www.onedoc.ch/de/medizinische-praxis/lausanne/ev0v/cabinet-dr-henry-lionel,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Henry+Lionel+Lausanne
Cabinet Dr. Herbort Carl,"Rue Charles-Monnard 6, 1003 Lausanne",Rue Charles-Monnard 6,1003,Lausanne,Waadt,021 643 15 12,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/lausanne/ev0w/cabinet-dr-herbort-carl,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Herbort+Carl+Lausanne
Cabinet Dr. Herminjard André,"Avenue Traménaz 51, 1814 La Tour-de-Peilz",Avenue Traménaz 51,1814,La Tour-de-Peilz,Waadt,021 944 20 64,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/la-tour-de-peilz/ebz5/cabinet-dr-herminjard-andre,https://www.a-herminjard-gyneco.com/,0,,https://www.google.ch/search?q=Cabinet+Dr.+Herminjard+André+La+Tour-de-Peilz
Cabinet Dr. Heym Jean-François,"Rue du Midi 15, 1020 Renens",Rue du Midi 15,1020,Renens,Waadt,021 636 37 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/renens/ecor/cabinet-dr-heym-jean-francois,https://www.medecin-generaliste-renens.ch/,0,,https://www.google.ch/search?q=Cabinet+Dr.+Heym+Jean-François+Renens
Cabinet Dr. Higelin Fabien,"Avenue Reverdil 2, 1260 Nyon",Avenue Reverdil 2,1260,Nyon,Waadt,022 361 33 23,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/nyon/egk/cabinet-dr-higelin-fabien,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Higelin+Fabien+Nyon
Cabinet Dr. Hoang-Dao Thu-Thuy,"Avenue de Rumine 29, 1005 Lausanne",Avenue de Rumine 29,1005,Lausanne,Waadt,021 351 29 29,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/lausanne/ecd8/cabinet-dr-hoang-dao-thu-thuy,https://www.lasource.ch/clinique-de-la-source/liste-des-medecins-accredites/hoang-dao-thu-thuy,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hoang-Dao+Thu-Thuy+Lausanne
Cabinet Dr. Hobi Alexandre,"Route de Chaulin 24, 1822 Montreux",Route de Chaulin 24,1822,Montreux,Waadt,021 964 64 86,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/montreux/ev00/cabinet-dr-hobi-alexandre,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hobi+Alexandre+Montreux
Cabinet Dr. Hobin Pascale,"Route de Châtel-St-Denis 10, 1802 Corseaux",Route de Châtel-St-Denis 10,1802,Corseaux,Waadt,021 921 89 89,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/corseaux/evnn/cabinet-dr-hobin-pascale,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hobin+Pascale+Corseaux
Cabinet Dr. Hodel Pierre-François,"Rue Caroline 3, 1003 Lausanne",Rue Caroline 3,1003,Lausanne,Waadt,021 312 77 15,,https://www.onedoc.ch/de/medizinische-praxis/lausanne/ecud/cabinet-dr-hodel-pierre-francois,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hodel+Pierre-François+Lausanne
Cabinet Dr. Hosner Michel,"Rue d'Orbe 5, 1400 Yverdon-les-Bains",Rue d'Orbe 5,1400,Yverdon-les-Bains,Waadt,024 426 26 26,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/yverdon-les-bains/eb7s/cabinet-dr-hosner-michel,https://www.local.ch/fr/d/yverdon-les-bains/1400/medecin-generaliste/hosner-michel-zvGRk_xz5W7AYn7C0Ucb5A,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hosner+Michel+Yverdon-les-Bains
Cabinet Dr. Hostettler Jean-Michel,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,021 989 33 55,Radiologie,https://www.onedoc.ch/de/medizinische-praxis/clarens/eyap/cabinet-dr-hostettler-jean-michel,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hostettler+Jean-Michel+Clarens
Cabinet Dr. Hue Bertrand,"Avenue de Rumine 5, 1005 Lausanne",Avenue de Rumine 5,1005,Lausanne,Waadt,021 625 92 80,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/lausanne/ecmz/cabinet-dr-hue-bertrand,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hue+Bertrand+Lausanne
Cabinet Dr. Hulliger Stéphane,"Rue des Alpes 6, 1197 Prangins",Rue des Alpes 6,1197,Prangins,Waadt,022 362 77 59,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/prangins/ecic/cabinet-dr-hulliger-stephane,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hulliger+Stéphane+Prangins
Cabinet Dr. Hungerbühler Jean-Pierre,"Chemin Croix-Rouges 7, 1007 Lausanne",Chemin Croix-Rouges 7,1007,Lausanne,Waadt,021 320 62 09,Neurologie,https://www.onedoc.ch/de/medizinische-praxis/lausanne/ecph/cabinet-dr-hungerbuhler-jean-pierre,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hungerbühler+Jean-Pierre+Lausanne
Cabinet Dr. Hüni Gallaz Sylvie,"Avenue des Collèges 6, 1009 Pully",Avenue des Collèges 6,1009,Pully,Waadt,021 311 22 23,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/pully/ecg8/cabinet-dr-huni-gallaz-sylvie,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hüni+Gallaz+Sylvie+Pully
Cabinet Dr. Hunziker Simone,"Avenue de Savoie 14, 1800 Vevey",Avenue de Savoie 14,1800,Vevey,Waadt,021 320 05 90,"Allgemeine Innere Medizin, Homöopathie",https://www.onedoc.ch/de/medizinische-praxis/vevey/ecn0/cabinet-dr-hunziker-simone,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Hunziker+Simone+Vevey
Cabinet Dr. Huynh-Vo Huu Le Jeannine,"Rue de l'Ouriette 141, 1170 Aubonne",Rue de l'Ouriette 141,1170,Aubonne,Waadt,021 807 35 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/aubonne/eco7/cabinet-dr-huynh-vo-huu-le-jeannine,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Huynh-Vo+Huu+Le+Jeannine+Aubonne
Cabinet Dr. Ikonomidis Christos,"Avenue de la Promenade 4, 1530 Payerne",Avenue de la Promenade 4,1530,Payerne,Waadt,026 662 18 50,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/medizinische-praxis/payerne/eb2q/cabinet-dr-ikonomidis-christos,https://www.orl-ikonomidis.ch/,0,,https://www.google.ch/search?q=Cabinet+Dr.+Ikonomidis+Christos+Payerne
Cabinet Dr. Ioset-Lanoy Anne-Marie,"Rue du Valentin 31, 1004 Lausanne",Rue du Valentin 31,1004,Lausanne,Waadt,021 312 37 37,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/lausanne/eb1b/cabinet-dr-ioset-lanoy-anne-marie,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Ioset-Lanoy+Anne-Marie+Lausanne
Cabinet Dr. Ivanir Anchy Asher,"Rue de la Gare 28, 1260 Nyon",Rue de la Gare 28,1260,Nyon,Waadt,022 362 27 30,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/nyon/ev06/cabinet-dr-ivanir-anchy-asher,https://www.psychiatrie-psychotherapie-ivanir-anchy.ch/,0,,https://www.google.ch/search?q=Cabinet+Dr.+Ivanir+Anchy+Asher+Nyon
Cabinet Dr. Jaccard Etienne,"Route de Neuchâtel 10, 1422 Grandson",Route de Neuchâtel 10,1422,Grandson,Waadt,024 445 31 51,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/grandson/ecr2/cabinet-dr-jaccard-etienne,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jaccard+Etienne+Grandson
Cabinet Dr. Jaccard Jean-Blaise,"Rue des Tilleuls 3, 1422 Grandson",Rue des Tilleuls 3,1422,Grandson,Waadt,024 445 14 13,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/grandson/ecqe/cabinet-dr-jaccard-jean-blaise,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jaccard+Jean-Blaise+Grandson
Cabinet Dr. Jaccaud Madeleine,"Rue du Grand-Chêne 4, 1003 Lausanne",Rue du Grand-Chêne 4,1003,Lausanne,Waadt,021 351 77 88,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/lausanne/ecax/cabinet-dr-jaccaud-madeleine,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jaccaud+Madeleine+Lausanne
Cabinet Dr. Jacob Maxime,"Rue du Collège 3, 1800 Vevey",Rue du Collège 3,1800,Vevey,Waadt,021 977 37 37,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/vevey/ev07/cabinet-dr-jacob-maxime,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jacob+Maxime+Vevey
Cabinet Dr. Jallut Antoine,"Avenue Vinet 19, 1004 Lausanne",Avenue Vinet 19,1004,Lausanne,Waadt,021 323 53 12,"Allgemeine Innere Medizin, Rheumatologie",https://www.onedoc.ch/de/medizinische-praxis/lausanne/ebzl/cabinet-dr-jallut-antoine,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jallut+Antoine+Lausanne
Cabinet Dr. Jaquinet Alexandre,"Route du Muids 3, 1272 Genolier",Route du Muids 3,1272,Genolier,Waadt,022 366 17 82,"Mund-, Kiefer- und Gesichtschirurgie, Oralchirurgie",https://www.onedoc.ch/de/medizinische-praxis/genolier/etjf/cabinet-dr-jaquinet-alexandre,https://www.swissmedical.net/en/hospitals/genolier/doctors-directory/jaquinet-alexandre,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jaquinet+Alexandre+Genolier
Cabinet Dr. Jayet Christian,"Avenue Jomini 8, 1004 Lausanne",Avenue Jomini 8,1004,Lausanne,Waadt,021 312 97 10,,https://www.onedoc.ch/de/medizinische-praxis/lausanne/eb2z/cabinet-dr-jayet-christian,https://drjayet.ch/,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jayet+Christian+Lausanne
Cabinet Dr. Jeanneret Véronique,"Rue Centrale 18, 1350 Orbe",Rue Centrale 18,1350,Orbe,Waadt,024 441 65 51,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/orbe/evnz/cabinet-dr-jeanneret-veronique,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jeanneret+Véronique+Orbe
Cabinet Dr. Jeannet Pierre-Yves,"Chemin de Mornex 3, 1003 Lausanne",Chemin de Mornex 3,1003,Lausanne,Waadt,021 636 31 33,Pädiatrie,https://www.onedoc.ch/de/medizinische-praxis/lausanne/ev1a/cabinet-dr-jeannet-pierre-yves,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jeannet+Pierre-Yves+Lausanne
Cabinet Dr. Jéquier Vincent,"Route d'Oron 1, 1010 Lausanne",Route d'Oron 1,1010,Lausanne,Waadt,021 652 48 86,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/lausanne/ecs9/cabinet-dr-jequier-vincent,https://www.jequier-generaliste-lausanne.ch/,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jéquier+Vincent+Lausanne
Cabinet Dr. Jeunet Eric,"Avenue Alfred Cortot 7D, 1260 Nyon",Avenue Alfred Cortot 7D,1260,Nyon,Waadt,022 362 85 35,"Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/nyon/ecdf/cabinet-dr-jeunet-eric,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jeunet+Eric+Nyon
Cabinet Dr. Jonquière,"Sentier de l'Epine 6, 1092 Belmont-sur-Lausanne",Sentier de l'Epine 6,1092,Belmont-sur-Lausanne,Waadt,021 323 66 38,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/belmont-sur-lausanne/evn1/cabinet-dr-jonquiere,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jonquière+Belmont-sur-Lausanne
Cabinet Dr. Jotterand Sébastien,"Rue de Trevelin 38, 1170 Aubonne",Rue de Trevelin 38,1170,Aubonne,Waadt,021 808 61 73,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/aubonne/eby1/cabinet-dr-jotterand-sebastien,https://www.ehc-vd.ch/centremedical-aubonne/equipe-medicale/sebastien-jotterand,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jotterand+Sébastien+Aubonne
Cabinet Dr. Jover Pascal,"Rue de la Madeleine 28, 1800 Vevey",Rue de la Madeleine 28,1800,Vevey,Waadt,021 921 36 60,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/vevey/ecx9/cabinet-dr-jover-pascal,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Jover+Pascal+Vevey
Cabinet Dr. Junod Olivier,"Place de la Palud 7, 1003 Lausanne",Place de la Palud 7,1003,Lausanne,Waadt,021 311 66 00,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/lausanne/eb2j/cabinet-dr-junod-olivier,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Junod+Olivier+Lausanne
Cabinet Dr Karathanasis Stefanos,"Chemin des Vignes 14, 1027 Lonay",Chemin des Vignes 14,1027,Lonay,Waadt,021 804 51 19,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/lonay/ev1c/cabinet-dr-karathanasis-stefanos,,0,,https://www.google.ch/search?q=Cabinet+Dr+Karathanasis+Stefanos+Lonay
Cabinet Dr. Katchaluba Maria,"Rue Gambetta 27, 1815 Clarens",Rue Gambetta 27,1815,Clarens,Waadt,021 964 26 53,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/clarens/evn7/cabinet-dr-katchaluba-maria,https://www.local.ch/fr/d/clarens/1815/medecin-generaliste/dr-med-jackson-katchaluba-maria-cristina-CrtMcE94WJ0IPdNbifacGw,0,,https://www.google.ch/search?q=Cabinet+Dr.+Katchaluba+Maria+Clarens
Cabinet Dr. Katz Eugène,"Avenue Jomini 8, 1004 Lausanne",Avenue Jomini 8,1004,Lausanne,Waadt,021 646 31 31,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/lausanne/ecob/cabinet-dr-katz-eugene,https://www.lasource.ch/clinique-de-la-source/liste-des-medecins-accredites/katz-eugene,0,,https://www.google.ch/search?q=Cabinet+Dr.+Katz+Eugène+Lausanne
Cabinet Dr. Kaufmann Didisheim Nadine,"Place dela Sallaz 10, 1010 Lausanne",Place dela Sallaz 10,1010,Lausanne,Waadt,021 652 23 89,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/lausanne/ecsi/cabinet-dr-kaufmann-didisheim-nadine,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Kaufmann+Didisheim+Nadine+Lausanne
Cabinet Dr. Kaufmann Muriel,"Rue du Panorama 12, 1800 Vevey",Rue du Panorama 12,1800,Vevey,Waadt,021 922 48 90,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/vevey/eb9g/cabinet-dr-kaufmann-muriel,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Kaufmann+Muriel+Vevey
Cabinet Dr. Kawkab Wahid,"Avenue Perdtemps 15, 1260 Nyon",Avenue Perdtemps 15,1260,Nyon,Waadt,022 310 48 68,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Homöopathie",https://www.onedoc.ch/de/medizinische-praxis/nyon/eo/cabinet-dr-kawkab-wahid,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Kawkab+Wahid+Nyon
Cabinet Dr. Kayoumi Abdullah,"Avenue Jomini 8, 1004 Lausanne",Avenue Jomini 8,1004,Lausanne,Waadt,021 601 59 46,Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/lausanne/ecem/cabinet-dr-kayoumi-abdullah,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Kayoumi+Abdullah+Lausanne
Cabinet Dr. Keil Ioana-Corina,"Avenue des Alpes 31, 1820 Montreux",Avenue des Alpes 31,1820,Montreux,Waadt,021 963 50 10,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/montreux/evn8/cabinet-dr-keil-ioana-corina,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Keil+Ioana-Corina+Montreux
Cabinet Dr. Keller Audrey,"Chemin des Pinsons 3, 1012 Lausanne",Chemin des Pinsons 3,1012,Lausanne,Waadt,021 652 58 30,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/lausanne/ece4/cabinet-dr-keller-audrey,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Keller+Audrey+Lausanne
Cabinet Dr. Keller Damien,"Chemin du Crêt 2, 1110 Morges",Chemin du Crêt 2,1110,Morges,Waadt,021 804 23 34,"Allgemeine Innere Medizin, Pneumologie",https://www.onedoc.ch/de/medizinische-praxis/morges/e0ot/cabinet-dr-keller-damien,https://www.ehc-vd.ch/hopital-morges/a-propos-de-nous/specialistes/damien-keller,0,,https://www.google.ch/search?q=Cabinet+Dr.+Keller+Damien+Morges
Cabinet Dr. Kellou Karim,"Chemin Monastier 15, 1260 Nyon",Chemin Monastier 15,1260,Nyon,Waadt,022 994 62 16,Urologie,https://www.onedoc.ch/de/medizinische-praxis/nyon/ev1e/cabinet-dr-kellou-karim,https://www.drkellou-urologie.ch/,0,,https://www.google.ch/search?q=Cabinet+Dr.+Kellou+Karim+Nyon
Cabinet Dr. Kempf-Haber Malgorzata,"Chemin de Précossy 7, 1260 Nyon",Chemin de Précossy 7,1260,Nyon,Waadt,022 361 11 93,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/nyon/evjv/cabinet-dr-kempf-haber-malgorzata,https://cgc-new.cgc-nyon.ch/en/dr-malgorzata-kempf-2/,0,,https://www.google.ch/search?q=Cabinet+Dr.+Kempf-Haber+Malgorzata+Nyon
Cabinet Dr. Kern Philippe,"Rue de la Madeleine 29, 1800 Vevey",Rue de la Madeleine 29,1800,Vevey,Waadt,021 923 78 78,"Allgemeine Innere Medizin, Angiologie",https://www.onedoc.ch/de/medizinische-praxis/vevey/ebyp/cabinet-dr-kern-philippe,https://www.local.ch/fr/d/vevey/1800/varices-et-maladies-de-veines-phlebologie/dr-kern-philippe-dH6WNveeOcddd8hHpYNDJw,0,,https://www.google.ch/search?q=Cabinet+Dr.+Kern+Philippe+Vevey
Cabinet Dr. Ketata Zeineb,"Route de Saint-Cergue 48A, 1260 Nyon",Route de Saint-Cergue 48A,1260,Nyon,Waadt,022 361 58 70,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/nyon/ecm7/cabinet-dr-ketata-zeineb,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Ketata+Zeineb+Nyon
Cabinet Dr. Khankarli Mona,"Avenue des Collèges 48, 1009 Pully",Avenue des Collèges 48,1009,Pully,Waadt,021 711 08 00,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/pully/ecfm/cabinet-dr-khankarli-mona,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Khankarli+Mona+Pully
Cabinet Dr. Khatchatourov Gregory,"Chemin des Croix-Rouges 5, 1007 Lausanne",Chemin des Croix-Rouges 5,1007,Lausanne,Waadt,021 311 14 24,"Gefässchirurgie, Herzchirurgie",https://www.onedoc.ch/de/medizinische-praxis/lausanne/ecom/cabinet-dr-khatchatourov-gregory,,0,,https://www.google.ch/search?q=Cabinet+Dr.+Khatchatourov+Gregory+Lausanne
